dz_2011,total,religious,nonreligious
S01011384,839,613,226
S01011385,957,707,250
S01011386,1076,790,286
S01011387,988,752,236
S01011388,1431,1074,357
S01011389,1512,1103,409
S01011390,1040,798,242
S01011391,645,441,204
S01011392,1053,808,245
S01011393,841,643,198
S01011394,1012,807,205
S01011395,861,674,187
S01011396,986,749,237
S01011397,860,665,195
S01011398,779,568,211
S01011399,508,379,129
S01011400,925,704,221
S01011401,1020,801,219
S01011402,954,806,148
S01011403,1011,788,223
S01011404,1155,877,278
S01011405,731,562,169
S01011406,705,530,175
S01011407,1377,1063,314
S01011408,936,730,206
S01011409,839,572,267
S01011410,812,615,197
S01011411,993,778,215
S01011412,973,784,189
S01011413,560,425,135
S01011414,1077,800,277
S01011415,941,706,235
S01011416,875,694,181
S01011417,820,672,148
S01011418,780,598,182
S01011419,673,525,148
S01011420,491,320,171
S01011421,506,366,140
S01011422,467,359,108
S01011423,679,492,187
S01011424,560,421,139
S01011425,779,587,192
S01011426,1886,1384,502
S01011427,1423,1022,401
S01011428,673,514,159
S01011429,1327,970,357
S01011430,1026,762,264
S01011431,1298,1001,297
S01011432,1888,1421,467
S01011433,1048,687,361
S01011434,998,788,210
S01011435,1433,1082,351
S01011436,1245,887,358
S01011437,811,620,191
S01011438,881,637,244
S01011439,1155,838,317
S01011440,1091,807,284
S01011441,868,631,237
S01011442,683,498,185
S01011443,787,571,216
S01011444,1222,920,302
S01011445,635,515,120
S01011446,2472,1876,596
S01011447,1071,873,198
S01011448,1244,1033,211
S01011449,757,649,108
S01011450,849,746,103
S01011451,1963,1509,454
S01011452,947,731,216
S01011453,820,665,155
S01011454,1109,857,252
S01011455,1041,884,157
S01011456,1034,814,220
S01011457,917,708,209
S01011458,804,644,160
S01011459,1370,1051,319
S01011460,984,787,197
S01011461,813,608,205
S01011462,1004,805,199
S01011463,670,508,162
S01011464,1681,1301,380
S01011465,826,623,203
S01011466,2111,1705,406
S01011467,539,459,80
S01011468,141,119,22
S01011469,859,639,220
S01011470,958,724,234
S01011471,953,765,188
S01011472,1225,934,291
S01011473,1013,795,218
S01011474,1075,774,301
S01011475,679,534,145
S01011476,915,726,189
S01011477,851,704,147
S01011478,1060,824,236
S01011479,886,686,200
S01011480,1113,877,236
S01011481,1169,942,227
S01011482,1155,906,249
S01011483,822,684,138
S01011484,1152,910,242
S01011485,965,712,253
S01011486,569,437,132
S01011487,1370,1040,330
S01011488,697,518,179
S01011489,995,757,238
S01011490,1134,832,302
S01011491,538,381,157
S01011492,859,616,243
S01011493,1048,793,255
S01011494,785,604,181
S01011495,1042,815,227
S01011496,649,456,193
S01011497,881,672,209
S01011498,672,490,182
S01011499,898,677,221
S01011500,1012,768,244
S01011501,673,507,166
S01011502,755,560,195
S01011503,1024,774,250
S01011504,666,552,114
S01011505,698,515,183
S01011506,588,488,100
S01011507,790,601,189
S01011508,962,707,255
S01011509,610,459,151
S01011510,1122,791,331
S01011511,678,521,157
S01011512,1239,834,405
S01011513,917,648,269
S01011514,1085,769,316
S01011515,752,554,198
S01011516,887,669,218
S01011517,649,502,147
S01011518,661,490,171
S01011519,781,582,199
S01011520,1091,781,310
S01011521,1429,1044,385
S01011522,956,734,222
S01011523,1305,973,332
S01011524,890,673,217
S01011525,1099,870,229
S01011526,1018,833,185
S01011527,949,786,163
S01011528,974,716,258
S01011529,1084,765,319
S01011530,1256,976,280
S01011531,1814,1436,378
S01011532,1266,955,311
S01011533,683,537,146
S01011534,766,588,178
S01011535,940,742,198
S01011536,674,509,165
S01011537,845,652,193
S01011538,733,564,169
S01011539,1096,902,194
S01011540,2031,1564,467
S01011541,1035,792,243
S01011542,1070,855,215
S01011543,920,682,238
S01011544,790,623,167
S01011545,851,691,160
S01011546,764,609,155
S01011547,475,325,150
S01011548,813,623,190
S01011549,915,722,193
S01011550,979,771,208
S01011551,876,704,172
S01011552,978,728,250
S01011553,1259,941,318
S01011554,2044,1619,425
S01011555,766,620,146
S01011556,676,544,132
S01011557,1003,830,173
S01011558,874,708,166
S01011559,715,605,110
S01011560,1046,877,169
S01011561,834,676,158
S01011562,1038,851,187
S01011563,1118,945,173
S01011564,966,830,136
S01011565,1081,917,164
S01011566,917,733,184
S01011567,859,739,120
S01011568,847,721,126
S01011569,848,774,74
S01011570,946,814,132
S01011571,887,734,153
S01011572,883,728,155
S01011573,1084,939,145
S01011574,1100,916,184
S01011575,866,675,191
S01011576,979,821,158
S01011577,628,536,92
S01011578,2245,1775,470
S01011579,924,783,141
S01011580,1378,1166,212
S01011581,930,803,127
S01011582,2390,1909,481
S01011583,970,790,180
S01011584,843,701,142
S01011585,1196,960,236
S01011586,713,552,161
S01011587,738,591,147
S01011588,952,786,166
S01011589,1040,840,200
S01011590,2166,1652,514
S01011591,923,710,213
S01011592,1877,1427,450
S01011593,717,578,139
S01011594,622,507,115
S01011595,854,697,157
S01011596,1276,1011,265
S01011597,806,688,118
S01011598,984,754,230
S01011599,967,815,152
S01011600,737,626,111
S01011601,848,689,159
S01011602,709,587,122
S01011603,1000,857,143
S01011604,690,562,128
S01011605,844,749,95
S01011606,1001,784,217
S01011607,1266,993,273
S01011608,1206,964,242
S01011609,970,753,217
S01011610,949,754,195
S01011611,1197,938,259
S01011612,296,235,61
S01011613,940,775,165
S01011614,570,457,113
S01011615,1356,1080,276
S01011616,511,439,72
S01011617,981,810,171
S01011618,794,642,152
S01011619,892,725,167
S01011620,972,796,176
S01011621,893,704,189
S01011622,160,138,22
S01011623,1888,1466,422
S01011624,937,740,197
S01011625,548,445,103
S01011626,1061,839,222
S01011627,733,565,168
S01011628,1289,1022,267
S01011629,809,601,208
S01011630,744,557,187
S01011631,839,645,194
S01011632,986,699,287
S01011633,1092,836,256
S01011634,754,573,181
S01011635,832,630,202
S01011636,867,622,245
S01011637,743,541,202
S01011638,737,581,156
S01011639,700,504,196
S01011640,1048,783,265
S01011641,946,815,131
S01011642,847,664,183
S01011643,896,703,193
S01011644,880,744,136
S01011645,622,496,126
S01011646,872,770,102
S01011647,1062,866,196
S01011648,414,313,101
S01011649,881,674,207
S01011650,1626,1264,362
S01011651,926,734,192
S01011652,760,634,126
S01011653,1109,887,222
S01011654,1064,830,234
S01011655,846,642,204
S01011656,730,561,169
S01011657,609,492,117
S01011658,895,765,130
S01011659,983,745,238
S01011660,1097,900,197
S01011661,1180,902,278
S01011662,1305,990,315
S01011663,1103,776,327
S01011664,1044,831,213
S01011665,1123,859,264
S01011666,957,742,215
S01011667,1051,799,252
S01011668,1646,1225,421
S01011669,823,636,187
S01011670,799,577,222
S01011671,758,621,137
S01011672,806,609,197
S01011673,930,701,229
S01011674,1657,1292,365
S01011675,1448,1184,264
S01011676,778,657,121
S01011677,155,142,13
S01011678,464,379,85
S01011679,1416,1119,297
S01011680,1282,1020,262
S01011681,847,687,160
S01011682,1669,1266,403
S01011683,1279,896,383
S01011684,803,600,203
S01011685,856,628,228
S01011686,931,710,221
S01011687,935,721,214
S01011688,1161,903,258
S01011689,914,656,258
S01011690,1636,1272,364
S01011691,474,391,83
S01011692,1250,1054,196
S01011693,1698,1227,471
S01011694,659,451,208
S01011695,3465,2533,932
S01011696,776,539,237
S01011697,1083,763,320
S01011698,643,445,198
S01011699,911,670,241
S01011700,869,680,189
S01011701,1222,890,332
S01011702,972,716,256
S01011703,974,709,265
S01011704,1645,1200,445
S01011705,1785,1246,539
S01011706,1028,807,221
S01011707,713,537,176
S01011708,1094,819,275
S01011709,1109,833,276
S01011710,763,539,224
S01011711,1121,807,314
S01011712,530,351,179
S01011713,1108,808,300
S01011714,1302,933,369
S01011715,1149,802,347
S01011716,1002,718,284
S01011717,764,567,197
S01011718,978,686,292
S01011719,1981,1426,555
S01011720,617,495,122
S01011721,784,565,219
S01011722,1316,957,359
S01011723,2146,1529,617
S01011724,733,474,259
S01011725,634,431,203
S01011726,552,364,188
S01011727,1489,1068,421
S01011728,929,691,238
S01011729,1157,861,296
S01011730,844,634,210
S01011731,1102,785,317
S01011732,899,636,263
S01011733,851,647,204
S01011734,891,574,317
S01011735,736,533,203
S01011736,1192,772,420
S01011737,966,630,336
S01011738,1109,723,386
S01011739,684,438,246
S01011740,729,472,257
S01011741,964,614,350
S01011742,864,567,297
S01011743,797,485,312
S01011744,849,560,289
S01011745,1033,701,332
S01011746,852,561,291
S01011747,1074,659,415
S01011748,1024,619,405
S01011749,896,484,412
S01011750,876,571,305
S01011751,1149,697,452
S01011752,1074,653,421
S01011753,777,443,334
S01011754,959,583,376
S01011755,939,529,410
S01011756,1113,680,433
S01011757,933,605,328
S01011758,624,384,240
S01011759,897,574,323
S01011760,884,583,301
S01011761,817,475,342
S01011762,876,547,329
S01011763,773,509,264
S01011764,403,277,126
S01011765,1156,754,402
S01011766,733,516,217
S01011767,1209,850,359
S01011768,974,604,370
S01011769,789,537,252
S01011770,892,541,351
S01011771,667,472,195
S01011772,1102,862,240
S01011773,596,408,188
S01011774,941,593,348
S01011775,904,618,286
S01011776,1298,952,346
S01011777,645,428,217
S01011778,634,456,178
S01011779,793,568,225
S01011780,939,678,261
S01011781,922,636,286
S01011782,889,633,256
S01011783,575,410,165
S01011784,793,559,234
S01011785,1070,761,309
S01011786,198,126,72
S01011787,1133,1002,131
S01011788,1318,947,371
S01011789,3188,2288,900
S01011790,1301,937,364
S01011791,831,632,199
S01011792,888,700,188
S01011793,760,565,195
S01011794,982,739,243
S01011795,1051,813,238
S01011796,908,702,206
S01011797,1110,875,235
S01011798,550,381,169
S01011799,973,702,271
S01011800,677,512,165
S01011801,685,469,216
S01011802,731,536,195
S01011803,930,691,239
S01011804,1006,610,396
S01011805,919,532,387
S01011806,1308,847,461
S01011807,1091,695,396
S01011808,948,625,323
S01011809,719,421,298
S01011810,1301,841,460
S01011811,1146,696,450
S01011812,1122,618,504
S01011813,959,607,352
S01011814,721,477,244
S01011815,816,472,344
S01011816,707,430,277
S01011817,728,464,264
S01011818,1651,1029,622
S01011819,1218,719,499
S01011820,1034,673,361
S01011821,680,390,290
S01011822,913,480,433
S01011823,608,343,265
S01011824,1001,546,455
S01011825,535,323,212
S01011826,744,376,368
S01011827,603,386,217
S01011828,909,574,335
S01011829,541,344,197
S01011830,844,477,367
S01011831,1079,690,389
S01011832,838,617,221
S01011833,1016,629,387
S01011834,801,551,250
S01011835,685,429,256
S01011836,1104,709,395
S01011837,963,635,328
S01011838,1250,835,415
S01011839,1064,737,327
S01011840,1255,809,446
S01011841,1612,1019,593
S01011842,1320,819,501
S01011843,1233,783,450
S01011844,1070,643,427
S01011845,857,511,346
S01011846,869,553,316
S01011847,429,272,157
S01011848,842,531,311
S01011849,813,524,289
S01011850,1123,774,349
S01011851,898,572,326
S01011852,1012,690,322
S01011853,954,593,361
S01011854,1090,722,368
S01011855,1273,853,420
S01011856,695,486,209
S01011857,1489,965,524
S01011858,1096,671,425
S01011859,1069,709,360
S01011860,894,609,285
S01011861,851,511,340
S01011862,1132,834,298
S01011863,1148,752,396
S01011864,787,523,264
S01011865,670,472,198
S01011866,1268,872,396
S01011867,1297,837,460
S01011868,1025,643,382
S01011869,1021,618,403
S01011870,864,564,300
S01011871,1179,722,457
S01011872,1053,701,352
S01011873,812,487,325
S01011874,839,493,346
S01011875,1078,684,394
S01011876,1056,661,395
S01011877,775,481,294
S01011878,1688,1060,628
S01011879,801,480,321
S01011880,1247,706,541
S01011881,871,536,335
S01011882,941,610,331
S01011883,1984,1259,725
S01011884,778,465,313
S01011885,766,463,303
S01011886,1335,844,491
S01011887,745,449,296
S01011888,1321,738,583
S01011889,1052,652,400
S01011890,918,541,377
S01011891,1260,631,629
S01011892,1193,661,532
S01011893,1082,602,480
S01011894,1069,608,461
S01011895,1172,788,384
S01011896,964,618,346
S01011897,1131,741,390
S01011898,1043,637,406
S01011899,985,697,288
S01011900,735,494,241
S01011901,1119,701,418
S01011902,1146,787,359
S01011903,925,645,280
S01011904,956,667,289
S01011905,909,652,257
S01011906,329,222,107
S01011907,841,506,335
S01011908,566,349,217
S01011909,867,443,424
S01011910,1183,608,575
S01011911,713,416,297
S01011912,833,433,400
S01011913,858,422,436
S01011914,991,424,567
S01011915,908,541,367
S01011916,943,526,417
S01011917,620,346,274
S01011918,895,453,442
S01011919,1144,585,559
S01011920,684,371,313
S01011921,594,299,295
S01011922,882,455,427
S01011923,1088,617,471
S01011924,934,525,409
S01011925,921,479,442
S01011926,817,461,356
S01011927,613,337,276
S01011928,788,447,341
S01011929,692,377,315
S01011930,709,439,270
S01011931,679,290,389
S01011932,343,201,142
S01011933,1534,874,660
S01011934,970,679,291
S01011935,1038,677,361
S01011936,766,477,289
S01011937,667,399,268
S01011938,472,280,192
S01011939,1010,538,472
S01011940,944,513,431
S01011941,1131,587,544
S01011942,930,552,378
S01011943,1483,850,633
S01011944,509,343,166
S01011945,1482,988,494
S01011946,935,581,354
S01011947,602,395,207
S01011948,1159,767,392
S01011949,966,697,269
S01011950,954,700,254
S01011951,833,564,269
S01011952,914,582,332
S01011953,925,552,373
S01011954,590,409,181
S01011955,1128,725,403
S01011956,1108,746,362
S01011957,1083,725,358
S01011958,2026,1270,756
S01011959,893,590,303
S01011960,1192,735,457
S01011961,1161,740,421
S01011962,1069,694,375
S01011963,818,544,274
S01011964,1086,683,403
S01011965,984,694,290
S01011966,842,621,221
S01011967,1155,768,387
S01011968,1395,939,456
S01011969,1689,1002,687
S01011970,1835,1145,690
S01011971,667,412,255
S01011972,1743,1159,584
S01011973,656,446,210
S01011974,851,598,253
S01011975,452,304,148
S01011976,990,671,319
S01011977,1280,829,451
S01011978,1204,822,382
S01011979,1276,843,433
S01011980,508,303,205
S01011981,1153,741,412
S01011982,1501,967,534
S01011983,1165,768,397
S01011984,678,414,264
S01011985,718,477,241
S01011986,1019,615,404
S01011987,1150,680,470
S01011988,731,525,206
S01011989,866,556,310
S01011990,750,525,225
S01011991,973,606,367
S01011992,1113,705,408
S01011993,1010,615,395
S01011994,844,581,263
S01011995,1020,654,366
S01011996,730,482,248
S01011997,1170,699,471
S01011998,946,626,320
S01011999,621,404,217
S01012000,562,375,187
S01012001,876,585,291
S01012002,767,535,232
S01012003,856,598,258
S01012004,1707,1122,585
S01012005,1507,949,558
S01012006,1130,797,333
S01012007,968,623,345
S01012008,1379,917,462
S01012009,725,383,342
S01012010,1513,1007,506
S01012011,1458,911,547
S01012012,647,422,225
S01012013,742,472,270
S01012014,1845,1167,678
S01012015,1376,843,533
S01012016,852,552,300
S01012017,561,343,218
S01012018,876,589,287
S01012019,921,563,358
S01012020,970,600,370
S01012021,821,531,290
S01012022,1080,643,437
S01012023,673,423,250
S01012024,1151,765,386
S01012025,690,469,221
S01012026,932,645,287
S01012027,2264,1565,699
S01012028,1089,779,310
S01012029,1499,1063,436
S01012030,1302,923,379
S01012031,553,407,146
S01012032,353,245,108
S01012033,917,680,237
S01012034,978,662,316
S01012035,1153,799,354
S01012036,1140,820,320
S01012037,1247,785,462
S01012038,1273,785,488
S01012039,1165,862,303
S01012040,696,475,221
S01012041,1253,869,384
S01012042,1257,938,319
S01012043,926,577,349
S01012044,998,717,281
S01012045,1229,796,433
S01012046,834,572,262
S01012047,1081,801,280
S01012048,831,559,272
S01012049,732,509,223
S01012050,1172,837,335
S01012051,497,355,142
S01012052,951,686,265
S01012053,964,651,313
S01012054,1252,821,431
S01012055,947,631,316
S01012056,994,794,200
S01012057,773,562,211
S01012058,901,640,261
S01012059,986,644,342
S01012060,960,668,292
S01012061,1580,1058,522
S01012062,1011,682,329
S01012063,681,452,229
S01012064,892,545,347
S01012065,686,373,313
S01012066,852,492,360
S01012067,666,403,263
S01012068,788,496,292
S01012069,619,364,255
S01012070,1090,659,431
S01012071,1165,755,410
S01012072,1188,780,408
S01012073,786,507,279
S01012074,639,423,216
S01012075,1000,683,317
S01012076,936,630,306
S01012077,1177,752,425
S01012078,977,659,318
S01012079,1253,766,487
S01012080,1085,634,451
S01012081,737,425,312
S01012082,1002,637,365
S01012083,1119,671,448
S01012084,678,491,187
S01012085,777,533,244
S01012086,918,550,368
S01012087,815,517,298
S01012088,645,433,212
S01012089,842,591,251
S01012090,1102,840,262
S01012091,772,531,241
S01012092,635,459,176
S01012093,535,346,189
S01012094,875,656,219
S01012095,1463,976,487
S01012096,871,546,325
S01012097,695,412,283
S01012098,977,610,367
S01012099,1066,709,357
S01012100,1711,1101,610
S01012101,931,637,294
S01012102,899,532,367
S01012103,1054,631,423
S01012104,924,651,273
S01012105,1606,1061,545
S01012106,1222,842,380
S01012107,692,513,179
S01012108,1045,765,280
S01012109,1198,708,490
S01012110,852,526,326
S01012111,1274,840,434
S01012112,1035,774,261
S01012113,1292,867,425
S01012114,1520,998,522
S01012115,765,537,228
S01012116,680,474,206
S01012117,724,448,276
S01012118,1100,747,353
S01012119,900,664,236
S01012120,583,388,195
S01012121,953,626,327
S01012122,866,576,290
S01012123,731,498,233
S01012124,636,396,240
S01012125,1009,593,416
S01012126,945,576,369
S01012127,1258,713,545
S01012128,704,414,290
S01012129,915,569,346
S01012130,1222,819,403
S01012131,1509,895,614
S01012132,852,531,321
S01012133,1128,634,494
S01012134,1375,942,433
S01012135,1171,684,487
S01012136,908,518,390
S01012137,848,577,271
S01012138,1037,727,310
S01012139,1163,766,397
S01012140,883,651,232
S01012141,1267,918,349
S01012142,952,740,212
S01012143,1302,951,351
S01012144,1046,771,275
S01012145,1135,824,311
S01012146,1138,698,440
S01012147,1028,624,404
S01012148,756,424,332
S01012149,967,617,350
S01012150,778,478,300
S01012151,1013,666,347
S01012152,1039,649,390
S01012153,772,464,308
S01012154,759,479,280
S01012155,859,502,357
S01012156,1173,750,423
S01012157,1088,719,369
S01012158,1764,1118,646
S01012159,503,386,117
S01012160,960,683,277
S01012161,532,334,198
S01012162,1035,630,405
S01012163,868,601,267
S01012164,1242,855,387
S01012165,921,499,422
S01012166,799,489,310
S01012167,681,441,240
S01012168,1025,745,280
S01012169,851,592,259
S01012170,1291,876,415
S01012171,1180,757,423
S01012172,943,633,310
S01012173,817,663,154
S01012174,1092,777,315
S01012175,1031,787,244
S01012176,1365,1021,344
S01012177,833,623,210
S01012178,951,763,188
S01012179,765,565,200
S01012180,732,502,230
S01012181,1232,862,370
S01012182,1424,1023,401
S01012183,2115,1359,756
S01012184,787,467,320
S01012185,783,479,304
S01012186,887,584,303
S01012187,884,564,320
S01012188,672,503,169
S01012189,802,521,281
S01012190,805,549,256
S01012191,1063,782,281
S01012192,454,345,109
S01012193,769,601,168
S01012194,869,541,328
S01012195,895,662,233
S01012196,573,385,188
S01012197,1059,694,365
S01012198,1156,750,406
S01012199,879,633,246
S01012200,647,436,211
S01012201,1113,737,376
S01012202,585,406,179
S01012203,964,742,222
S01012204,789,553,236
S01012205,888,626,262
S01012206,965,682,283
S01012207,1231,816,415
S01012208,1418,930,488
S01012209,1066,705,361
S01012210,790,570,220
S01012211,1169,801,368
S01012212,1141,832,309
S01012213,1205,899,306
S01012214,800,577,223
S01012215,986,694,292
S01012216,1319,939,380
S01012217,560,360,200
S01012218,604,399,205
S01012219,931,681,250
S01012220,964,695,269
S01012221,709,528,181
S01012222,1233,882,351
S01012223,808,559,249
S01012224,1037,704,333
S01012225,1301,890,411
S01012226,833,583,250
S01012227,907,643,264
S01012228,802,513,289
S01012229,837,587,250
S01012230,1064,772,292
S01012231,831,596,235
S01012232,1183,885,298
S01012233,953,693,260
S01012234,1530,1057,473
S01012235,905,647,258
S01012236,864,635,229
S01012237,892,602,290
S01012238,604,362,242
S01012239,586,389,197
S01012240,842,581,261
S01012241,719,498,221
S01012242,891,584,307
S01012243,956,625,331
S01012244,1092,631,461
S01012245,1361,862,499
S01012246,1093,622,471
S01012247,742,444,298
S01012248,942,604,338
S01012249,1001,638,363
S01012250,867,506,361
S01012251,1121,632,489
S01012252,1188,655,533
S01012253,958,582,376
S01012254,922,555,367
S01012255,924,553,371
S01012256,1453,822,631
S01012257,1214,738,476
S01012258,1793,1076,717
S01012259,837,494,343
S01012260,1541,929,612
S01012261,1335,793,542
S01012262,1961,1123,838
S01012263,782,429,353
S01012264,472,273,199
S01012265,1185,681,504
S01012266,1280,762,518
S01012267,1133,658,475
S01012268,1558,972,586
S01012269,1002,681,321
S01012270,898,575,323
S01012271,1536,925,611
S01012272,903,527,376
S01012273,1025,636,389
S01012274,1157,636,521
S01012275,807,401,406
S01012276,1524,847,677
S01012277,1367,715,652
S01012278,1253,704,549
S01012279,1245,660,585
S01012280,1113,615,498
S01012281,948,490,458
S01012282,1241,824,417
S01012283,1047,641,406
S01012284,779,465,314
S01012285,607,417,190
S01012286,1257,728,529
S01012287,1395,781,614
S01012288,1149,622,527
S01012289,1219,809,410
S01012290,671,456,215
S01012291,865,575,290
S01012292,1359,950,409
S01012293,1098,622,476
S01012294,1062,545,517
S01012295,754,408,346
S01012296,1210,726,484
S01012297,1169,717,452
S01012298,1440,888,552
S01012299,621,356,265
S01012300,1251,826,425
S01012301,1022,710,312
S01012302,767,448,319
S01012303,979,623,356
S01012304,1213,756,457
S01012305,906,648,258
S01012306,898,610,288
S01012307,897,565,332
S01012308,1009,662,347
S01012309,941,650,291
S01012310,1619,1046,573
S01012311,889,578,311
S01012312,1008,679,329
S01012313,860,547,313
S01012314,945,562,383
S01012315,844,548,296
S01012316,693,431,262
S01012317,499,319,180
S01012318,792,456,336
S01012319,1119,730,389
S01012320,848,560,288
S01012321,1236,783,453
S01012322,1181,787,394
S01012323,1391,953,438
S01012324,1058,656,402
S01012325,904,573,331
S01012326,930,577,353
S01012327,962,667,295
S01012328,810,589,221
S01012329,993,709,284
S01012330,690,452,238
S01012331,1171,818,353
S01012332,1275,821,454
S01012333,1413,911,502
S01012334,949,669,280
S01012335,1896,1259,637
S01012336,864,627,237
S01012337,1014,684,330
S01012338,865,602,263
S01012339,1000,670,330
S01012340,1133,760,373
S01012341,949,659,290
S01012342,999,700,299
S01012343,1077,722,355
S01012344,1137,682,455
S01012345,785,488,297
S01012346,1348,878,470
S01012347,688,462,226
S01012348,1196,786,410
S01012349,1143,757,386
S01012350,1194,713,481
S01012351,1015,621,394
S01012352,1217,861,356
S01012353,826,534,292
S01012354,1057,709,348
S01012355,1147,738,409
S01012356,1137,786,351
S01012357,1000,700,300
S01012358,851,557,294
S01012359,917,492,425
S01012360,808,401,407
S01012361,885,467,418
S01012362,1240,588,652
S01012363,1211,741,470
S01012364,830,487,343
S01012365,1176,775,401
S01012366,1035,628,407
S01012367,1075,748,327
S01012368,873,604,269
S01012369,1124,745,379
S01012370,1413,911,502
S01012371,1153,668,485
S01012372,1119,646,473
S01012373,1296,777,519
S01012374,920,538,382
S01012375,1290,738,552
S01012376,963,635,328
S01012377,705,464,241
S01012378,682,397,285
S01012379,600,381,219
S01012380,1406,738,668
S01012381,1093,693,400
S01012382,1101,736,365
S01012383,1100,675,425
S01012384,573,306,267
S01012385,760,422,338
S01012386,1188,640,548
S01012387,936,537,399
S01012388,704,368,336
S01012389,983,503,480
S01012390,769,457,312
S01012391,1541,738,803
S01012392,864,436,428
S01012393,1326,660,666
S01012394,995,472,523
S01012395,848,483,365
S01012396,879,470,409
S01012397,845,496,349
S01012398,1058,539,519
S01012399,873,464,409
S01012400,925,412,513
S01012401,917,463,454
S01012402,460,246,214
S01012403,1025,586,439
S01012404,1343,627,716
S01012405,726,361,365
S01012406,732,381,351
S01012407,1102,621,481
S01012408,850,498,352
S01012409,1131,669,462
S01012410,1339,730,609
S01012411,1377,697,680
S01012412,646,375,271
S01012413,1027,572,455
S01012414,693,438,255
S01012415,810,558,252
S01012416,559,413,146
S01012417,636,469,167
S01012418,788,547,241
S01012419,1104,745,359
S01012420,1094,734,360
S01012421,1022,692,330
S01012422,1269,829,440
S01012423,1031,716,315
S01012424,950,624,326
S01012425,626,415,211
S01012426,625,373,252
S01012427,811,480,331
S01012428,865,574,291
S01012429,558,396,162
S01012430,1038,750,288
S01012431,1099,812,287
S01012432,802,576,226
S01012433,790,560,230
S01012434,841,494,347
S01012435,891,547,344
S01012436,900,523,377
S01012437,811,533,278
S01012438,1078,638,440
S01012439,953,590,363
S01012440,943,654,289
S01012441,971,664,307
S01012442,1000,678,322
S01012443,746,492,254
S01012444,1508,1084,424
S01012445,100,86,14
S01012446,687,468,219
S01012447,998,707,291
S01012448,927,608,319
S01012449,709,463,246
S01012450,981,692,289
S01012451,916,700,216
S01012452,743,550,193
S01012453,1053,775,278
S01012454,1084,861,223
S01012455,612,466,146
S01012456,984,760,224
S01012457,1318,985,333
S01012458,895,661,234
S01012459,885,570,315
S01012460,830,604,226
S01012461,607,381,226
S01012462,858,513,345
S01012463,857,506,351
S01012464,625,334,291
S01012465,872,529,343
S01012466,1060,693,367
S01012467,1269,776,493
S01012468,866,587,279
S01012469,1089,791,298
S01012470,962,613,349
S01012471,835,606,229
S01012472,823,618,205
S01012473,691,522,169
S01012474,812,561,251
S01012475,724,487,237
S01012476,1119,709,410
S01012477,798,536,262
S01012478,840,551,289
S01012479,1019,721,298
S01012480,756,455,301
S01012481,803,436,367
S01012482,889,621,268
S01012483,881,537,344
S01012484,1188,784,404
S01012485,1423,1069,354
S01012486,874,693,181
S01012487,612,416,196
S01012488,903,610,293
S01012489,1234,648,586
S01012490,1192,685,507
S01012491,721,366,355
S01012492,953,515,438
S01012493,776,547,229
S01012494,1471,955,516
S01012495,1121,676,445
S01012496,765,457,308
S01012497,604,386,218
S01012498,943,501,442
S01012499,1329,834,495
S01012500,558,326,232
S01012501,1006,577,429
S01012502,1043,528,515
S01012503,637,358,279
S01012504,713,407,306
S01012505,1090,647,443
S01012506,493,351,142
S01012507,946,566,380
S01012508,825,496,329
S01012509,541,378,163
S01012510,1070,690,380
S01012511,787,541,246
S01012512,899,575,324
S01012513,550,358,192
S01012514,810,509,301
S01012515,820,532,288
S01012516,668,492,176
S01012517,1030,624,406
S01012518,871,625,246
S01012519,759,489,270
S01012520,826,590,236
S01012521,766,511,255
S01012522,946,660,286
S01012523,1076,803,273
S01012524,980,699,281
S01012525,951,649,302
S01012526,949,679,270
S01012527,625,458,167
S01012528,823,528,295
S01012529,858,596,262
S01012530,1097,853,244
S01012531,1106,768,338
S01012532,1164,819,345
S01012533,864,576,288
S01012534,952,643,309
S01012535,892,636,256
S01012536,817,528,289
S01012537,1096,715,381
S01012538,1264,797,467
S01012539,801,567,234
S01012540,1023,689,334
S01012541,1192,817,375
S01012542,1283,858,425
S01012543,686,468,218
S01012544,980,646,334
S01012545,615,365,250
S01012546,941,571,370
S01012547,746,510,236
S01012548,1058,757,301
S01012549,806,460,346
S01012550,1007,657,350
S01012551,1145,798,347
S01012552,964,693,271
S01012553,827,540,287
S01012554,886,612,274
S01012555,541,391,150
S01012556,545,411,134
S01012557,812,578,234
S01012558,746,449,297
S01012559,1058,708,350
S01012560,1101,786,315
S01012561,1154,843,311
S01012562,1140,716,424
S01012563,758,569,189
S01012564,886,653,233
S01012565,1007,712,295
S01012566,769,482,287
S01012567,1124,700,424
S01012568,1044,757,287
S01012569,876,656,220
S01012570,734,503,231
S01012571,809,453,356
S01012572,572,412,160
S01012573,838,543,295
S01012574,1295,853,442
S01012575,793,529,264
S01012576,1218,826,392
S01012577,994,663,331
S01012578,1497,1037,460
S01012579,824,526,298
S01012580,753,443,310
S01012581,1240,836,404
S01012582,1022,701,321
S01012583,689,469,220
S01012584,739,487,252
S01012585,1552,955,597
S01012586,941,604,337
S01012587,1028,732,296
S01012588,739,438,301
S01012589,805,499,306
S01012590,1076,701,375
S01012591,1198,810,388
S01012592,696,499,197
S01012593,1198,805,393
S01012594,664,480,184
S01012595,798,565,233
S01012596,788,530,258
S01012597,386,285,101
S01012598,746,541,205
S01012599,718,528,190
S01012600,692,521,171
S01012601,889,677,212
S01012602,701,513,188
S01012603,650,468,182
