"output_area","All people in households","Owned","Owned: Owned outright","Owned: Owned with a mortgage or loan","Owned: Shared ownership (part owned and part rented)","Social rented","Social rented: Rented from council (Local authority)","Social rented: Other social rented","Private rented","Private rented: Private landlord or letting agency","Private rented: Employer of a household member","Private rented: Relative or friend of a household member","Private rented: Other","Living rent free"
"S00109293",51,4,4,0,0,41,1,40,6,6,0,0,0,0
"S00109294",84,32,10,22,0,14,14,0,35,33,0,2,0,3
"S00109295",78,31,6,25,0,4,4,0,43,43,0,0,0,0
"S00109296",147,143,67,76,0,2,0,2,2,2,0,0,0,0
"S00109297",53,53,24,29,0,0,0,0,0,0,0,0,0,0
"S00109298",147,136,59,77,0,5,5,0,6,4,0,2,0,0
"S00109299",94,41,12,29,0,43,43,0,9,9,0,0,0,1
"S00109300",112,75,30,45,0,22,3,19,13,5,0,8,0,2
"S00109301",139,72,34,38,0,57,47,10,10,2,0,8,0,0
"S00109302",92,71,23,48,0,17,7,10,3,3,0,0,0,1
"S00109303",122,98,36,62,0,24,7,17,0,0,0,0,0,0
"S00109304",118,86,28,58,0,30,22,8,2,0,0,2,0,0
"S00109305",99,9,0,9,0,90,88,2,0,0,0,0,0,0
"S00109306",75,8,3,5,0,67,66,1,0,0,0,0,0,0
"S00109307",195,109,31,78,0,62,60,2,23,23,0,0,0,1
"S00109308",119,90,36,54,0,17,17,0,10,8,0,2,0,2
"S00109309",75,8,0,2,6,67,2,65,0,0,0,0,0,0
"S00109310",86,32,9,23,0,38,38,0,16,16,0,0,0,0
"S00109311",103,29,10,15,4,62,62,0,12,10,0,2,0,0
"S00109312",138,34,8,26,0,90,90,0,14,10,0,4,0,0
"S00109313",82,23,2,21,0,58,37,21,1,1,0,0,0,0
"S00109314",71,48,22,26,0,21,21,0,2,2,0,0,0,0
"S00109315",88,58,21,37,0,14,14,0,16,15,0,1,0,0
"S00109316",62,51,18,33,0,0,0,0,11,9,0,2,0,0
"S00109317",150,140,49,91,0,0,0,0,10,10,0,0,0,0
"S00109318",161,118,30,88,0,24,24,0,19,15,0,4,0,0
"S00109319",140,90,25,65,0,30,30,0,20,18,0,2,0,0
"S00109320",83,72,32,40,0,2,2,0,8,6,0,2,0,1
"S00109321",85,58,25,33,0,13,13,0,14,14,0,0,0,0
"S00109322",143,117,60,57,0,18,15,3,8,7,0,1,0,0
"S00109323",100,99,71,28,0,0,0,0,1,1,0,0,0,0
"S00109324",117,87,36,51,0,7,7,0,23,23,0,0,0,0
"S00109325",102,96,57,39,0,1,0,1,5,5,0,0,0,0
"S00109326",100,80,26,54,0,8,6,2,11,11,0,0,0,1
"S00109327",99,90,51,38,1,1,0,1,7,7,0,0,0,1
"S00109328",133,129,61,68,0,0,0,0,4,3,0,1,0,0
"S00109329",133,115,34,81,0,0,0,0,15,15,0,0,0,3
"S00109330",117,84,41,43,0,9,5,4,22,16,0,6,0,2
"S00109331",61,55,22,33,0,0,0,0,6,6,0,0,0,0
"S00109332",87,57,38,19,0,7,7,0,21,21,0,0,0,2
"S00109333",105,76,37,39,0,17,5,12,10,6,0,0,4,2
"S00109334",161,118,50,68,0,15,8,7,26,24,0,0,2,2
"S00109335",93,62,22,40,0,20,18,2,6,5,0,0,1,5
"S00109336",108,106,45,61,0,0,0,0,1,1,0,0,0,1
"S00109337",114,43,21,22,0,64,7,57,6,5,0,1,0,1
"S00109338",158,84,18,66,0,36,10,26,35,35,0,0,0,3
"S00109339",123,53,13,40,0,69,24,45,0,0,0,0,0,1
"S00109340",89,52,32,20,0,20,6,14,14,12,0,2,0,3
"S00109341",147,45,17,28,0,102,99,3,0,0,0,0,0,0
"S00109342",121,40,11,29,0,70,68,2,10,5,0,5,0,1
"S00109343",83,31,19,12,0,45,0,45,7,7,0,0,0,0
"S00109344",90,55,29,26,0,33,21,12,0,0,0,0,0,2
"S00109345",97,21,12,9,0,63,2,61,10,10,0,0,0,3
"S00109346",120,66,36,30,0,51,44,7,3,3,0,0,0,0
"S00109347",120,80,25,55,0,36,34,2,4,4,0,0,0,0
"S00109348",87,66,25,41,0,12,9,3,9,7,0,2,0,0
"S00109349",157,44,10,33,1,109,99,10,4,4,0,0,0,0
"S00109350",73,58,29,29,0,8,8,0,3,0,0,2,1,4
"S00109351",107,57,21,36,0,44,11,33,6,6,0,0,0,0
"S00109352",81,71,37,34,0,4,4,0,6,6,0,0,0,0
"S00109353",120,98,23,75,0,4,3,1,17,16,0,1,0,1
"S00109354",107,94,36,58,0,13,13,0,0,0,0,0,0,0
"S00109355",108,91,40,51,0,9,6,3,8,7,0,1,0,0
"S00109356",109,106,61,45,0,0,0,0,3,3,0,0,0,0
"S00109357",67,57,29,28,0,7,7,0,3,3,0,0,0,0
"S00109358",100,92,66,26,0,1,1,0,7,5,0,0,2,0
"S00109359",123,104,48,56,0,6,6,0,13,10,0,3,0,0
"S00109360",92,68,33,35,0,2,2,0,21,20,0,1,0,1
"S00109361",78,64,20,44,0,0,0,0,12,9,1,2,0,2
"S00109362",158,129,83,46,0,5,5,0,22,22,0,0,0,2
"S00109363",171,142,59,83,0,14,14,0,12,12,0,0,0,3
"S00109364",135,108,38,70,0,11,7,4,15,11,0,4,0,1
"S00109365",129,101,31,70,0,10,10,0,14,14,0,0,0,4
"S00109366",175,113,35,78,0,48,38,10,14,14,0,0,0,0
"S00109367",99,61,22,39,0,28,27,1,9,9,0,0,0,1
"S00109368",157,98,35,63,0,56,43,13,2,1,0,1,0,1
"S00109369",135,118,30,86,2,1,1,0,16,15,0,1,0,0
"S00109370",173,33,7,24,2,136,136,0,4,4,0,0,0,0
"S00109371",155,107,24,83,0,40,14,26,4,4,0,0,0,4
"S00109372",67,29,12,17,0,28,28,0,7,7,0,0,0,3
"S00109373",89,40,14,26,0,16,16,0,31,31,0,0,0,2
"S00109374",117,106,68,38,0,6,3,3,2,2,0,0,0,3
"S00109375",77,54,14,40,0,1,1,0,22,14,0,8,0,0
"S00109376",102,82,22,60,0,18,17,1,2,2,0,0,0,0
"S00109377",95,83,23,60,0,3,3,0,9,7,0,2,0,0
"S00109378",172,114,37,76,1,48,48,0,7,7,0,0,0,3
"S00109379",156,111,41,70,0,32,32,0,11,7,0,4,0,2
"S00109380",122,97,22,75,0,6,6,0,19,19,0,0,0,0
"S00109381",114,89,26,63,0,22,22,0,3,3,0,0,0,0
"S00109382",178,156,53,103,0,14,14,0,8,8,0,0,0,0
"S00109383",97,69,24,45,0,21,17,4,7,7,0,0,0,0
"S00109384",109,66,20,46,0,7,3,4,36,35,0,1,0,0
"S00109385",97,61,17,44,0,7,7,0,29,27,0,2,0,0
"S00109386",77,38,13,25,0,0,0,0,38,38,0,0,0,1
"S00109387",70,61,20,41,0,3,3,0,6,6,0,0,0,0
"S00109388",95,48,11,37,0,1,1,0,46,37,0,7,2,0
"S00109389",84,68,19,46,3,0,0,0,16,16,0,0,0,0
"S00109390",166,157,72,85,0,9,6,3,0,0,0,0,0,0
"S00109391",119,99,39,60,0,9,8,1,11,9,0,2,0,0
"S00109392",127,119,60,59,0,3,3,0,0,0,0,0,0,5
"S00109393",120,72,15,57,0,41,40,1,7,5,0,2,0,0
"S00109394",109,76,16,60,0,15,0,15,18,11,0,7,0,0
"S00109395",61,38,10,28,0,18,18,0,5,5,0,0,0,0
"S00109396",63,26,8,13,5,30,4,26,7,7,0,0,0,0
"S00109397",160,110,30,80,0,42,2,40,8,8,0,0,0,0
"S00109398",99,85,41,44,0,12,2,10,2,2,0,0,0,0
"S00109399",108,70,25,45,0,28,1,27,9,7,0,2,0,1
"S00109400",113,67,27,40,0,33,33,0,13,9,0,4,0,0
"S00109401",83,57,31,26,0,19,19,0,7,4,0,3,0,0
"S00109402",93,48,17,31,0,40,40,0,5,5,0,0,0,0
"S00109403",119,74,25,49,0,24,22,2,20,20,0,0,0,1
"S00109404",109,54,18,35,1,42,22,20,12,12,0,0,0,1
"S00109405",107,79,13,64,2,20,3,17,8,8,0,0,0,0
"S00109406",147,86,22,64,0,45,39,6,11,8,0,3,0,5
"S00109407",57,15,9,6,0,40,4,36,2,1,0,0,1,0
"S00109408",149,90,15,75,0,42,38,4,17,15,0,2,0,0
"S00109409",75,57,13,44,0,13,12,1,5,4,0,1,0,0
"S00109410",131,123,52,71,0,3,2,1,2,2,0,0,0,3
"S00109411",84,57,7,50,0,1,0,1,24,17,0,7,0,2
"S00109412",126,97,30,67,0,6,6,0,23,23,0,0,0,0
"S00109413",98,85,17,68,0,5,5,0,8,4,0,4,0,0
"S00109414",108,77,19,57,1,5,3,2,26,18,5,3,0,0
"S00109415",105,65,4,61,0,3,3,0,37,37,0,0,0,0
"S00109416",111,83,29,54,0,22,22,0,4,0,0,4,0,2
"S00109417",98,68,12,56,0,26,22,4,2,2,0,0,0,2
"S00109418",100,60,20,40,0,28,26,2,12,12,0,0,0,0
"S00109419",150,24,0,20,4,124,61,63,0,0,0,0,0,2
"S00109420",160,22,8,14,0,129,126,3,9,7,0,2,0,0
"S00109421",78,57,10,47,0,17,17,0,4,4,0,0,0,0
"S00109422",140,90,31,59,0,31,27,4,19,19,0,0,0,0
"S00109423",75,55,26,29,0,20,20,0,0,0,0,0,0,0
"S00109424",84,34,13,21,0,35,33,2,13,13,0,0,0,2
"S00109425",150,123,31,92,0,9,0,9,18,15,0,3,0,0
"S00109426",193,155,39,116,0,9,4,5,26,24,0,2,0,3
"S00109427",164,123,26,97,0,22,11,11,19,19,0,0,0,0
"S00109428",177,154,43,111,0,5,0,5,18,18,0,0,0,0
"S00109429",123,87,33,54,0,31,11,20,5,4,0,1,0,0
"S00109430",104,49,30,19,0,49,3,46,6,6,0,0,0,0
"S00109431",127,66,24,42,0,55,26,29,6,4,0,2,0,0
"S00109432",78,44,20,24,0,29,16,13,5,5,0,0,0,0
"S00109433",102,60,35,25,0,26,22,4,15,15,0,0,0,1
"S00109434",95,69,22,47,0,21,21,0,3,3,0,0,0,2
"S00109435",116,48,12,36,0,50,23,27,18,18,0,0,0,0
"S00109436",97,64,22,42,0,27,20,7,6,6,0,0,0,0
"S00109437",74,19,5,14,0,48,47,1,3,3,0,0,0,4
"S00109438",56,31,7,24,0,22,15,7,3,3,0,0,0,0
"S00109439",94,33,17,12,4,50,40,10,11,11,0,0,0,0
"S00109440",84,32,14,18,0,49,46,3,2,1,0,1,0,1
"S00109441",55,44,14,30,0,9,8,1,2,2,0,0,0,0
"S00109442",157,47,12,35,0,97,56,41,13,13,0,0,0,0
"S00109443",81,20,2,13,5,52,10,42,9,9,0,0,0,0
"S00109444",76,38,10,28,0,30,23,7,8,8,0,0,0,0
"S00109445",62,24,9,15,0,34,34,0,4,4,0,0,0,0
"S00109446",146,83,26,57,0,49,36,13,14,14,0,0,0,0
"S00109447",75,9,0,9,0,61,3,58,5,5,0,0,0,0
"S00109448",76,26,7,19,0,44,43,1,6,6,0,0,0,0
"S00109449",91,40,15,25,0,45,45,0,6,6,0,0,0,0
"S00109450",87,49,15,34,0,32,32,0,6,4,0,2,0,0
"S00109451",85,31,15,16,0,48,48,0,6,6,0,0,0,0
"S00109452",93,33,12,21,0,55,43,12,2,2,0,0,0,3
"S00109453",110,36,5,31,0,63,32,31,9,7,0,2,0,2
"S00109454",192,110,25,85,0,66,46,20,16,16,0,0,0,0
"S00109455",109,27,3,24,0,78,78,0,2,2,0,0,0,2
"S00109456",93,40,14,26,0,51,51,0,2,1,0,1,0,0
"S00109457",95,41,18,21,2,46,44,2,8,8,0,0,0,0
"S00109458",113,59,30,29,0,44,44,0,9,9,0,0,0,1
"S00109459",83,22,10,12,0,52,46,6,9,7,0,2,0,0
"S00109460",75,47,20,27,0,14,14,0,14,8,0,6,0,0
"S00109461",117,74,23,51,0,34,34,0,9,6,0,3,0,0
"S00109462",71,45,20,25,0,18,18,0,8,8,0,0,0,0
"S00109463",106,28,15,13,0,63,55,8,15,8,6,1,0,0
"S00109464",172,170,53,115,2,1,1,0,0,0,0,0,0,1
"S00109465",113,99,42,57,0,3,3,0,11,10,0,1,0,0
"S00109466",151,142,72,70,0,8,3,5,1,1,0,0,0,0
"S00109467",61,14,3,11,0,34,34,0,13,13,0,0,0,0
"S00109468",120,115,50,65,0,5,5,0,0,0,0,0,0,0
"S00109469",98,91,44,47,0,3,3,0,4,4,0,0,0,0
"S00109470",110,102,46,56,0,1,1,0,4,4,0,0,0,3
"S00109471",139,124,58,66,0,4,0,4,11,11,0,0,0,0
"S00109472",73,57,16,41,0,0,0,0,15,15,0,0,0,1
"S00109473",170,153,56,97,0,0,0,0,17,17,0,0,0,0
"S00109474",181,176,53,123,0,0,0,0,5,5,0,0,0,0
"S00109475",169,160,65,95,0,0,0,0,9,9,0,0,0,0
"S00109476",117,107,55,52,0,3,3,0,7,7,0,0,0,0
"S00109477",145,126,24,102,0,1,0,1,18,18,0,0,0,0
"S00109478",120,113,42,71,0,0,0,0,6,6,0,0,0,1
"S00109479",113,109,54,55,0,2,0,2,2,0,0,2,0,0
"S00109480",170,151,66,85,0,2,2,0,9,5,4,0,0,8
"S00109481",60,54,12,42,0,5,4,1,0,0,0,0,0,1
"S00109482",152,132,50,80,2,0,0,0,20,17,3,0,0,0
"S00109483",100,97,28,69,0,0,0,0,3,1,0,2,0,0
"S00109484",104,95,29,66,0,4,4,0,5,0,0,5,0,0
"S00109485",155,150,65,81,4,0,0,0,5,5,0,0,0,0
"S00109486",162,155,49,106,0,0,0,0,3,3,0,0,0,4
"S00109487",103,100,49,51,0,0,0,0,3,3,0,0,0,0
"S00109488",159,153,68,82,3,0,0,0,6,6,0,0,0,0
"S00109489",108,92,25,67,0,9,0,9,7,7,0,0,0,0
"S00109490",206,173,36,137,0,11,11,0,22,22,0,0,0,0
"S00109491",69,50,18,32,0,5,4,1,14,14,0,0,0,0
"S00109492",90,84,45,39,0,4,3,1,2,1,0,1,0,0
"S00109493",121,111,67,44,0,0,0,0,5,5,0,0,0,5
"S00109494",176,165,63,102,0,3,3,0,8,8,0,0,0,0
"S00109495",94,91,54,37,0,0,0,0,3,3,0,0,0,0
"S00109496",132,100,49,51,0,4,4,0,26,24,2,0,0,2
"S00109497",136,60,10,50,0,1,1,0,75,75,0,0,0,0
"S00109498",86,45,19,26,0,7,7,0,34,34,0,0,0,0
"S00109499",81,42,14,28,0,11,10,1,27,24,0,3,0,1
"S00109500",109,51,22,29,0,38,38,0,20,18,0,2,0,0
"S00109501",81,46,18,28,0,6,3,3,29,28,0,1,0,0
"S00109502",81,51,12,39,0,9,1,8,21,21,0,0,0,0
"S00109503",55,49,43,6,0,1,1,0,4,4,0,0,0,1
"S00109504",86,61,38,23,0,5,0,5,20,17,2,1,0,0
"S00109505",87,56,17,39,0,18,18,0,13,13,0,0,0,0
"S00109506",99,90,25,65,0,0,0,0,9,7,0,2,0,0
"S00109507",134,102,40,62,0,0,0,0,28,26,0,0,2,4
"S00109508",155,132,62,70,0,1,0,1,18,18,0,0,0,4
"S00109509",72,44,16,28,0,16,1,15,12,12,0,0,0,0
"S00109510",174,168,51,117,0,0,0,0,6,6,0,0,0,0
"S00109511",186,180,38,142,0,0,0,0,4,0,0,4,0,2
"S00109512",134,134,52,82,0,0,0,0,0,0,0,0,0,0
"S00109513",98,96,33,63,0,0,0,0,1,1,0,0,0,1
"S00109514",182,172,75,97,0,4,0,4,4,4,0,0,0,2
"S00109515",191,174,68,106,0,5,0,5,3,3,0,0,0,9
"S00109516",194,169,49,120,0,5,5,0,19,15,0,4,0,1
"S00109517",150,133,57,76,0,0,0,0,14,14,0,0,0,3
"S00109518",120,109,52,57,0,2,2,0,9,9,0,0,0,0
"S00109519",113,106,37,69,0,0,0,0,5,5,0,0,0,2
"S00109520",152,143,68,75,0,2,0,2,6,6,0,0,0,1
"S00109521",123,123,75,48,0,0,0,0,0,0,0,0,0,0
"S00109522",140,138,53,85,0,0,0,0,2,2,0,0,0,0
"S00109523",130,125,62,63,0,0,0,0,5,3,0,2,0,0
"S00109524",158,154,83,71,0,1,1,0,3,3,0,0,0,0
"S00109525",80,78,37,41,0,0,0,0,0,0,0,0,0,2
"S00109526",95,92,58,34,0,0,0,0,3,3,0,0,0,0
"S00109527",115,113,56,57,0,0,0,0,0,0,0,0,0,2
"S00109528",52,37,5,32,0,7,3,4,8,5,0,3,0,0
"S00109529",55,38,10,28,0,5,5,0,12,12,0,0,0,0
"S00109530",117,94,28,66,0,3,2,1,19,17,0,2,0,1
"S00109531",85,36,16,20,0,31,31,0,18,18,0,0,0,0
"S00109532",136,46,19,27,0,63,63,0,27,18,0,6,3,0
"S00109533",102,77,23,54,0,2,1,1,23,23,0,0,0,0
"S00109534",143,121,43,78,0,1,1,0,19,17,0,2,0,2
"S00109535",160,156,43,113,0,1,1,0,3,3,0,0,0,0
"S00109536",137,116,33,81,2,4,4,0,17,16,0,1,0,0
"S00109537",129,63,21,41,1,55,50,5,11,11,0,0,0,0
"S00109538",107,48,6,38,4,50,36,14,9,9,0,0,0,0
"S00109539",117,45,11,34,0,27,0,27,45,44,0,1,0,0
"S00109540",137,87,22,65,0,13,7,6,37,31,2,4,0,0
"S00109541",106,3,1,2,0,103,102,1,0,0,0,0,0,0
"S00109542",84,5,1,4,0,79,79,0,0,0,0,0,0,0
"S00109543",106,69,13,56,0,4,0,4,31,27,0,4,0,2
"S00109544",111,4,0,4,0,104,99,5,2,0,0,2,0,1
"S00109545",90,76,16,60,0,0,0,0,14,12,0,2,0,0
"S00109546",95,66,31,35,0,9,8,1,20,18,0,2,0,0
"S00109547",70,53,6,47,0,7,5,2,10,9,0,1,0,0
"S00109548",131,75,30,45,0,34,34,0,20,19,0,1,0,2
"S00109549",94,61,15,46,0,19,18,1,11,9,0,2,0,3
"S00109550",147,87,18,69,0,52,52,0,8,8,0,0,0,0
"S00109551",55,53,34,19,0,0,0,0,0,0,0,0,0,2
"S00109552",111,32,11,21,0,48,23,25,31,31,0,0,0,0
"S00109553",95,58,35,23,0,31,31,0,6,6,0,0,0,0
"S00109554",88,28,13,15,0,50,47,3,10,10,0,0,0,0
"S00109555",75,37,16,21,0,36,36,0,0,0,0,0,0,2
"S00109556",52,39,16,23,0,3,3,0,8,8,0,0,0,2
"S00109557",101,77,28,48,1,14,14,0,10,9,0,1,0,0
"S00109558",167,154,55,99,0,8,5,3,5,5,0,0,0,0
"S00109559",133,130,66,64,0,0,0,0,3,3,0,0,0,0
"S00109560",96,92,38,54,0,0,0,0,4,4,0,0,0,0
"S00109561",86,78,25,53,0,4,4,0,4,4,0,0,0,0
"S00109562",119,115,33,82,0,2,2,0,2,0,0,2,0,0
"S00109563",135,124,32,92,0,0,0,0,11,9,0,2,0,0
"S00109564",186,174,99,75,0,7,7,0,3,3,0,0,0,2
"S00109565",99,95,44,51,0,3,3,0,1,1,0,0,0,0
"S00109566",99,48,9,39,0,46,46,0,2,1,0,1,0,3
"S00109567",150,131,62,69,0,5,5,0,11,11,0,0,0,3
"S00109568",74,45,14,31,0,14,13,1,13,13,0,0,0,2
"S00109569",143,97,26,69,2,38,38,0,8,8,0,0,0,0
"S00109570",141,141,39,102,0,0,0,0,0,0,0,0,0,0
"S00109571",116,113,56,57,0,0,0,0,3,3,0,0,0,0
"S00109572",104,65,41,24,0,20,19,1,15,14,0,0,1,4
"S00109573",67,43,9,34,0,4,3,1,20,20,0,0,0,0
"S00109574",92,75,24,51,0,0,0,0,17,15,0,2,0,0
"S00109575",68,4,0,4,0,61,9,52,1,1,0,0,0,2
"S00109576",101,41,2,39,0,21,10,11,38,37,0,1,0,1
"S00109577",122,98,32,66,0,4,4,0,19,16,0,3,0,1
"S00109578",98,41,13,28,0,3,3,0,54,54,0,0,0,0
"S00109579",87,56,17,39,0,1,1,0,30,28,0,2,0,0
"S00109580",103,77,16,61,0,0,0,0,26,23,0,3,0,0
"S00109581",75,51,12,39,0,1,0,1,23,21,0,2,0,0
"S00109582",147,106,34,72,0,0,0,0,41,39,0,2,0,0
"S00109583",97,77,17,60,0,1,0,1,19,19,0,0,0,0
"S00109584",159,132,61,71,0,0,0,0,27,24,0,3,0,0
"S00109585",126,115,29,86,0,2,0,2,9,8,0,1,0,0
"S00109586",76,32,5,27,0,19,6,13,25,24,0,1,0,0
"S00109587",115,87,36,49,2,19,19,0,7,7,0,0,0,2
"S00109588",173,87,29,58,0,64,64,0,22,20,0,2,0,0
"S00109589",132,81,31,50,0,31,31,0,14,12,0,2,0,6
"S00109590",143,134,61,73,0,0,0,0,9,9,0,0,0,0
"S00109591",204,189,31,158,0,5,5,0,10,7,0,3,0,0
"S00109592",75,75,18,57,0,0,0,0,0,0,0,0,0,0
"S00109593",114,84,25,59,0,23,23,0,6,3,0,3,0,1
"S00109594",128,75,17,56,2,38,36,2,15,13,0,2,0,0
"S00109595",65,33,16,17,0,22,20,2,10,8,0,2,0,0
"S00109596",118,83,18,65,0,29,29,0,6,6,0,0,0,0
"S00109597",86,32,9,20,3,49,15,34,5,5,0,0,0,0
"S00109598",126,103,23,53,27,0,0,0,23,23,0,0,0,0
"S00109599",129,115,50,65,0,3,3,0,10,8,0,2,0,1
"S00109600",63,11,2,9,0,47,43,4,5,3,0,2,0,0
"S00109601",111,54,8,46,0,38,36,2,19,19,0,0,0,0
"S00109602",102,83,36,46,1,15,15,0,4,2,0,2,0,0
"S00109603",126,41,11,30,0,58,54,4,27,25,0,2,0,0
"S00109604",63,33,11,22,0,25,25,0,5,1,0,4,0,0
"S00109605",58,28,14,14,0,21,20,1,9,8,0,1,0,0
"S00109606",127,73,16,57,0,54,52,2,0,0,0,0,0,0
"S00109607",107,95,25,70,0,9,9,0,3,3,0,0,0,0
"S00109608",71,44,9,35,0,3,3,0,24,24,0,0,0,0
"S00109609",90,15,3,12,0,68,66,2,7,5,0,2,0,0
"S00109610",68,29,5,24,0,26,25,1,13,13,0,0,0,0
"S00109611",88,26,8,18,0,46,42,4,16,16,0,0,0,0
"S00109612",168,131,41,90,0,27,24,3,9,6,0,0,3,1
"S00109613",136,58,14,44,0,65,65,0,13,8,0,5,0,0
"S00109614",139,137,49,88,0,0,0,0,2,2,0,0,0,0
"S00109615",115,113,54,59,0,0,0,0,2,0,0,2,0,0
"S00109616",54,52,22,27,3,2,2,0,0,0,0,0,0,0
"S00109617",151,149,84,65,0,2,2,0,0,0,0,0,0,0
"S00109618",115,101,46,55,0,1,1,0,13,13,0,0,0,0
"S00109619",122,112,49,63,0,2,2,0,8,6,0,2,0,0
"S00109620",122,112,41,71,0,7,6,1,3,3,0,0,0,0
"S00109621",119,115,26,89,0,0,0,0,4,4,0,0,0,0
"S00109622",122,116,51,65,0,0,0,0,6,6,0,0,0,0
"S00109623",68,64,38,26,0,0,0,0,4,0,0,4,0,0
"S00109624",111,106,44,62,0,0,0,0,4,4,0,0,0,1
"S00109625",128,98,40,58,0,17,15,2,12,12,0,0,0,1
"S00109626",200,172,70,102,0,9,9,0,19,17,0,2,0,0
"S00109627",106,100,47,53,0,4,4,0,0,0,0,0,0,2
"S00109628",92,92,55,37,0,0,0,0,0,0,0,0,0,0
"S00109629",116,111,45,66,0,3,3,0,1,1,0,0,0,1
"S00109630",138,137,60,77,0,0,0,0,1,1,0,0,0,0
"S00109631",101,101,51,50,0,0,0,0,0,0,0,0,0,0
"S00109632",91,87,40,44,3,0,0,0,3,3,0,0,0,1
"S00109633",152,149,61,88,0,3,3,0,0,0,0,0,0,0
"S00109634",108,108,72,36,0,0,0,0,0,0,0,0,0,0
"S00109635",107,105,52,53,0,0,0,0,2,2,0,0,0,0
"S00109636",66,63,30,33,0,1,0,1,0,0,0,0,0,2
"S00109637",174,159,71,88,0,0,0,0,13,10,2,1,0,2
"S00109638",97,31,5,26,0,47,47,0,18,15,0,3,0,1
"S00109639",106,70,18,52,0,21,17,4,15,11,0,4,0,0
"S00109640",90,27,5,22,0,56,29,27,5,4,0,1,0,2
"S00109641",85,23,5,18,0,53,53,0,9,7,0,2,0,0
"S00109642",128,59,18,39,2,45,26,19,22,19,0,3,0,2
"S00109643",91,32,15,16,1,36,36,0,23,13,0,10,0,0
"S00109644",91,51,21,30,0,26,25,1,14,14,0,0,0,0
"S00109645",115,61,24,37,0,20,4,16,34,30,0,4,0,0
"S00109646",112,93,46,47,0,2,2,0,17,13,0,4,0,0
"S00109647",132,120,49,71,0,0,0,0,8,5,3,0,0,4
"S00109648",141,125,29,94,2,3,1,2,10,8,0,2,0,3
"S00109649",159,154,72,82,0,0,0,0,5,0,0,5,0,0
"S00109650",133,132,57,75,0,0,0,0,1,1,0,0,0,0
"S00109651",87,87,47,40,0,0,0,0,0,0,0,0,0,0
"S00109652",142,68,10,58,0,70,70,0,3,3,0,0,0,1
"S00109653",134,76,40,34,2,51,51,0,3,3,0,0,0,4
"S00109654",81,57,26,31,0,16,16,0,6,6,0,0,0,2
"S00109655",145,106,52,54,0,34,2,32,5,5,0,0,0,0
"S00109656",84,79,42,37,0,0,0,0,4,4,0,0,0,1
"S00109657",139,120,54,66,0,0,0,0,17,15,0,2,0,2
"S00109658",118,115,64,51,0,3,0,3,0,0,0,0,0,0
"S00109659",129,122,61,61,0,0,0,0,5,4,0,1,0,2
"S00109660",116,110,39,71,0,5,2,3,0,0,0,0,0,1
"S00109661",194,28,6,22,0,155,155,0,11,2,0,9,0,0
"S00109662",135,14,2,12,0,120,119,1,1,1,0,0,0,0
"S00109663",146,57,18,39,0,82,82,0,6,6,0,0,0,1
"S00109664",144,121,55,66,0,13,13,0,9,9,0,0,0,1
"S00109665",108,41,13,28,0,53,53,0,14,14,0,0,0,0
"S00109666",81,68,18,50,0,5,5,0,8,8,0,0,0,0
"S00109667",100,74,29,45,0,1,1,0,25,16,0,9,0,0
"S00109668",119,56,23,33,0,61,41,20,2,0,0,2,0,0
"S00109669",96,68,28,40,0,22,22,0,6,5,0,1,0,0
"S00109670",163,129,44,85,0,29,29,0,5,5,0,0,0,0
"S00109671",113,83,37,45,1,21,21,0,5,4,0,1,0,4
"S00109672",92,71,28,43,0,19,19,0,0,0,0,0,0,2
"S00109673",88,65,18,47,0,13,10,3,10,10,0,0,0,0
"S00109674",132,96,34,62,0,26,26,0,9,7,0,2,0,1
"S00109675",135,103,46,57,0,3,3,0,29,29,0,0,0,0
"S00109676",115,101,34,67,0,4,4,0,8,3,0,5,0,2
"S00109677",105,88,34,54,0,0,0,0,16,14,0,2,0,1
"S00109678",137,115,61,54,0,6,6,0,16,16,0,0,0,0
"S00109679",156,122,57,65,0,29,25,4,1,0,0,1,0,4
"S00109680",82,43,30,13,0,31,31,0,6,4,0,2,0,2
"S00109681",110,1,1,0,0,108,107,1,1,1,0,0,0,0
"S00109682",135,71,31,39,1,54,0,54,10,10,0,0,0,0
"S00109683",77,44,24,20,0,32,32,0,1,1,0,0,0,0
"S00109684",86,73,27,46,0,1,1,0,12,10,0,2,0,0
"S00109685",88,78,38,40,0,6,6,0,4,0,0,4,0,0
"S00109686",151,143,54,89,0,0,0,0,6,6,0,0,0,2
"S00109687",99,91,22,69,0,0,0,0,8,6,0,2,0,0
"S00109688",102,84,35,49,0,0,0,0,17,14,3,0,0,1
"S00109689",149,139,84,55,0,7,4,3,3,1,0,2,0,0
"S00109690",128,122,39,83,0,0,0,0,4,4,0,0,0,2
"S00109691",131,107,34,71,2,11,10,1,10,9,0,1,0,3
"S00109692",128,125,86,39,0,3,0,3,0,0,0,0,0,0
"S00109693",78,78,34,44,0,0,0,0,0,0,0,0,0,0
"S00109694",129,114,27,87,0,7,7,0,8,1,0,7,0,0
"S00109695",110,100,40,60,0,1,1,0,9,5,0,4,0,0
"S00109696",89,78,31,47,0,0,0,0,11,7,0,4,0,0
"S00109697",112,101,28,73,0,0,0,0,11,11,0,0,0,0
"S00109698",102,83,18,65,0,4,0,4,15,15,0,0,0,0
"S00109699",172,165,44,121,0,3,0,3,4,4,0,0,0,0
