"output_area","ALL PEOPLE AGED 16 - 74","Number of people aged 16 - 74: Large employers and higher managers","Number of people aged 16 - 74: Higher professional occupations","Number of people aged 16 - 74: Lower managerial and professional occupations","Number of people aged 16 - 74: Intermediate occupations","Number of people aged 16 - 74: Small employers and own account workers","Number of people aged 16 - 74: Lower supervisory and technical occupations","Number of people aged 16 - 74: Semi-routine occupations","Number of people aged 16 - 74: Routine occupations","Number of people aged 16 - 74: Never worked","Number of people aged 16 - 74: Long-term unemployed","Number of people aged 16 - 74: Full-time students","Number of people aged 16 - 74: Not classifiable for other reasons"
"60QR002411",49,6.12,4.08,12.24,22.45,2.04,2.04,16.33,12.24,0,8.16,4.08,10.2
"60QR002412",75,9.33,20,28,4,2.67,8,2.67,2.67,0,0,8,14.67
"60QR002413",101,4.95,7.92,32.67,18.81,4.95,5.94,5.94,1.98,0,0,9.9,6.93
"60QR002414",40,2.5,5,40,15,7.5,7.5,12.5,5,0,0,0,5
"60QR002415",65,0,1.54,15.38,15.38,0,7.69,13.85,6.15,6.15,0,3.08,30.77
"60QR002416",59,0,0,1.69,8.47,1.69,3.39,20.34,15.25,3.39,6.78,6.78,32.2
"60QR002417",102,7.84,10.78,22.55,6.86,24.51,4.9,2.94,0.98,0.98,0.98,1.96,14.71
"60QR002418",117,10.26,2.56,23.93,16.24,5.98,5.13,12.82,7.69,1.71,0,6.84,6.84
"60QR002419",80,5,0,13.75,5,5,8.75,15,15,0,0,7.5,25
"60QR002420",97,1.03,0,9.28,7.22,4.12,5.15,15.46,16.49,0,1.03,3.09,37.11
"60QR002421",51,3.92,7.84,35.29,15.69,0,15.69,13.73,1.96,0,0,1.96,3.92
"60QR002422",76,3.95,6.58,27.63,13.16,6.58,7.89,11.84,6.58,0,1.32,1.32,13.16
"60QR002423",40,2.5,5,20,15,7.5,7.5,7.5,7.5,0,0,7.5,20
"60QR002424",82,2.44,4.88,17.07,13.41,4.88,9.76,9.76,8.54,6.1,0,7.32,15.85
"60QR002425",119,0,2.52,8.4,10.08,1.68,11.76,9.24,18.49,2.52,0.84,1.68,32.77
"60QR002426",71,0,1.41,18.31,9.86,2.82,8.45,16.9,18.31,0,0,7.04,16.9
"60QR002427",44,0,2.27,6.82,9.09,2.27,9.09,25,22.73,0,2.27,4.55,15.91
"60QR002428",74,5.41,4.05,20.27,10.81,13.51,13.51,9.46,5.41,0,0,5.41,12.16
"60QR002429",93,4.3,10.75,18.28,15.05,4.3,8.6,11.83,4.3,0,0,6.45,16.13
"60QR002430",83,1.2,3.61,20.48,20.48,0,8.43,13.25,8.43,1.2,1.2,3.61,18.07
"60QR002431",72,1.39,2.78,19.44,15.28,8.33,5.56,11.11,5.56,1.39,0,9.72,19.44
"60QR002432",84,1.19,0,13.1,13.1,3.57,7.14,22.62,22.62,1.19,2.38,2.38,10.71
"60QR002433",70,0,0,10,17.14,4.29,7.14,22.86,24.29,1.43,0,4.29,8.57
"60QR002434",85,1.18,0,18.82,11.76,8.24,10.59,8.24,11.76,0,1.18,4.71,23.53
"60QR002435",66,1.52,1.52,21.21,13.64,0,7.58,15.15,15.15,0,0,0,24.24
"60QR002436",56,1.79,3.57,25,8.93,3.57,7.14,16.07,14.29,1.79,1.79,12.5,3.57
"60QR002437",129,3.1,1.55,16.28,10.85,4.65,8.53,17.83,17.05,2.33,0,8.53,9.3
"60QR002438",58,3.45,3.45,8.62,18.97,1.72,12.07,17.24,15.52,1.72,0,1.72,15.52
"60QR002439",82,2.44,1.22,17.07,10.98,2.44,7.32,17.07,17.07,1.22,1.22,2.44,19.51
"60QR002440",112,1.79,4.46,26.79,15.18,5.36,12.5,15.18,8.93,0.89,0,4.46,4.46
"60QR002441",62,1.61,3.23,20.97,20.97,4.84,9.68,14.52,12.9,1.61,0,1.61,8.06
"60QR002442",112,0.89,6.25,36.61,16.07,3.57,11.61,9.82,8.04,0,0,1.79,5.36
"60QR002443",49,8.16,12.24,32.65,16.33,0,6.12,4.08,6.12,0,2.04,2.04,10.2
"60QR002444",68,0,2.94,4.41,5.88,0,11.76,26.47,26.47,2.94,0,7.35,11.76
"60QR002445",60,0,0,3.33,11.67,1.67,5,25,20,8.33,3.33,8.33,13.33
"60QR002446",92,3.26,2.17,10.87,7.61,3.26,8.7,21.74,13.04,0,0,3.26,26.09
"60QR002447",62,0,3.23,24.19,8.06,4.84,9.68,16.13,11.29,1.61,0,4.84,16.13
"60QR002448",99,1.01,2.02,15.15,10.1,2.02,9.09,15.15,23.23,3.03,0,1.01,18.18
"60QR002449",51,1.96,1.96,19.61,3.92,5.88,5.88,19.61,21.57,1.96,1.96,1.96,13.73
"60QR002450",37,2.7,5.41,5.41,13.51,0,0,24.32,21.62,2.7,2.7,2.7,18.92
"60QR002451",96,2.08,1.04,7.29,8.33,2.08,4.17,17.71,20.83,4.17,5.21,2.08,25
"60QR002452",76,2.63,2.63,25,10.53,1.32,13.16,13.16,9.21,2.63,0,6.58,13.16
"60QR002453",56,1.79,3.57,23.21,NA,5.36,12.5,19.64,3.57,0,0,3.57,26.79
"60QR002454",62,1.61,0,6.45,4.84,1.61,17.74,17.74,12.9,3.23,0,1.61,32.26
"60QR002455",62,1.61,1.61,11.29,4.84,6.45,8.06,14.52,8.06,4.84,0,6.45,32.26
"60QR002456",72,1.39,0,5.56,4.17,6.94,13.89,18.06,33.33,4.17,4.17,2.78,5.56
"60QR002457",41,0,0,7.32,NA,2.44,9.76,26.83,4.88,4.88,2.44,2.44,39.02
"60QR002458",44,4.55,2.27,11.36,11.36,6.82,11.36,13.64,9.09,0,0,2.27,27.27
"60QR002459",87,1.15,1.15,24.14,3.45,11.49,17.24,14.94,9.2,1.15,1.15,3.45,11.49
"60QR002460",99,1.01,2.02,20.2,11.11,4.04,6.06,16.16,12.12,3.03,2.02,5.05,17.17
"60QR002461",45,0,0,4.44,8.89,0,8.89,15.56,15.56,2.22,0,6.67,37.78
"60QR002462",59,0,0,5.08,11.86,0,11.86,18.64,10.17,0,5.08,1.69,35.59
"60QR002463",56,0,1.79,12.5,7.14,5.36,3.57,16.07,25,5.36,1.79,3.57,17.86
"60QR002464",27,0,0,NA,7.41,3.7,0,11.11,0,0,3.7,0,74.07
"60QR002465",38,0,2.63,5.26,5.26,0,7.89,2.63,7.89,5.26,0,0,63.16
"60QR002466",35,0,0,5.71,2.86,0,8.57,11.43,14.29,2.86,2.86,0,51.43
"60QR002467",16,0,0,18.75,6.25,0,6.25,6.25,6.25,0,0,0,56.25
"60QR002468",52,1.92,0,7.69,1.92,3.85,7.69,19.23,19.23,5.77,0,5.77,26.92
"60QR002469",102,0,0,5.88,6.86,1.96,8.82,22.55,25.49,0.98,6.86,5.88,14.71
"60QR002470",50,2,4,26,14,2,8,12,12,10,2,2,6
"60QR002471",66,1.52,1.52,25.76,16.67,3.03,9.09,13.64,9.09,0,0,15.15,4.55
"60QR002472",50,0,2,8,8,0,26,10,18,2,4,0,22
"60QR002473",87,1.15,1.15,2.3,16.09,1.15,11.49,19.54,18.39,6.9,3.45,4.6,13.79
"60QR002474",60,1.67,0,5,1.67,0,16.67,16.67,18.33,6.67,3.33,5,25
"60QR002475",96,0,0,5.21,9.38,5.21,6.25,18.75,16.67,4.17,0,1.04,33.33
"60QR002476",53,1.89,5.66,22.64,7.55,3.77,9.43,18.87,9.43,1.89,0,3.77,15.09
"60QR002477",105,1.9,4.76,28.57,10.48,3.81,10.48,17.14,3.81,0,0,0.95,18.1
"60QR002478",65,0,0,12.31,7.69,3.08,9.23,13.85,20,1.54,4.62,7.69,20
"60QR002479",74,0,2.7,9.46,8.11,0,13.51,16.22,14.86,0,2.7,5.41,27.03
"60QR002480",83,1.2,0,4.82,3.61,3.61,9.64,19.28,18.07,9.64,8.43,9.64,12.05
"60QR002481",76,0,0,6.58,7.89,0,19.74,19.74,18.42,2.63,2.63,2.63,19.74
"60QR002482",99,1.01,2.02,6.06,11.11,5.05,7.07,20.2,24.24,1.01,4.04,5.05,13.13
"60QR002483",42,0,0,7.14,2.38,4.76,14.29,9.52,16.67,2.38,0,4.76,38.1
"60QR002484",81,2.47,0,8.64,9.88,1.23,7.41,17.28,17.28,0,0,4.94,30.86
"60QR002485",71,0,2.82,4.23,16.9,4.23,5.63,15.49,22.54,1.41,1.41,7.04,18.31
"60QR002486",109,0.92,1.83,14.68,5.5,3.67,10.09,14.68,25.69,2.75,1.83,4.59,13.76
"60QR002487",60,1.67,0,11.67,6.67,1.67,5,18.33,30,5,1.67,1.67,16.67
"60QR002488",51,0,0,17.65,11.76,0,5.88,15.69,9.8,1.96,1.96,3.92,31.37
"60QR002489",96,0,0,9.38,5.21,3.13,8.33,18.75,21.88,4.17,4.17,6.25,18.75
"60QR002490",53,0,3.77,11.32,3.77,1.89,5.66,11.32,16.98,7.55,3.77,1.89,32.08
"60QR002491",103,0,1.94,0.97,5.83,1.94,6.8,15.53,19.42,8.74,0,10.68,28.16
"60QR002492",37,0,0,10.81,10.81,2.7,2.7,13.51,27.03,0,0,5.41,27.03
"60QR002493",77,0,0,9.09,9.09,3.9,10.39,15.58,20.78,3.9,3.9,3.9,19.48
"60QR002494",62,3.23,0,1.61,4.84,1.61,6.45,14.52,24.19,4.84,4.84,8.06,25.81
"60QR002495",97,0,0,11.34,7.22,1.03,8.25,16.49,12.37,16.49,5.15,3.09,18.56
"60QR002496",40,2.5,2.5,15,5,2.5,7.5,25,15,5,5,2.5,12.5
"60QR002497",94,1.06,1.06,5.32,10.64,4.26,8.51,20.21,15.96,2.13,1.06,3.19,26.6
"60QR002498",62,3.23,0,1.61,6.45,6.45,16.13,19.35,14.52,8.06,3.23,4.84,16.13
"60QR002499",70,0,4.29,5.71,5.71,5.71,21.43,18.57,18.57,2.86,5.71,2.86,8.57
"60QR002500",90,2.22,2.22,20,14.44,4.44,4.44,13.33,13.33,2.22,1.11,5.56,16.67
"60QR002501",70,1.43,1.43,34.29,17.14,2.86,17.14,11.43,7.14,2.86,1.43,2.86,0
"60QR002502",52,1.92,0,23.08,11.54,3.85,7.69,13.46,9.62,1.92,3.85,5.77,17.31
"60QR002503",78,1.28,1.28,20.51,8.97,5.13,6.41,16.67,15.38,0,0,10.26,14.1
"60QR002504",73,0,1.37,24.66,8.22,5.48,17.81,12.33,4.11,0,0,4.11,21.92
"60QR002505",100,3,3,21,16,15,7,9,6,0,0,7,13
"60QR002506",27,0,0,7.41,7.41,0,11.11,22.22,7.41,3.7,7.41,7.41,25.93
"60QR002507",102,0.98,1.96,15.69,9.8,2.94,8.82,17.65,17.65,5.88,3.92,3.92,10.78
"60QR002508",90,3.33,1.11,8.89,5.56,4.44,10,15.56,27.78,2.22,1.11,5.56,14.44
"60QR002509",67,0,1.49,8.96,4.48,4.48,4.48,23.88,17.91,0,2.99,1.49,29.85
"60QR002510",65,0,0,7.69,4.62,0,12.31,21.54,20,0,0,3.08,30.77
"60QR002511",89,5.62,3.37,25.84,19.1,7.87,7.87,10.11,5.62,0,1.12,4.49,8.99
"60QR002512",40,0,2.5,7.5,10,5,5,10,17.5,5,2.5,10,25
"60QR002513",78,0,5.13,19.23,14.1,3.85,5.13,11.54,19.23,5.13,2.56,0,14.1
"60QR002514",59,11.86,10.17,20.34,16.95,1.69,5.08,10.17,3.39,3.39,1.69,3.39,11.86
"60QR002515",187,5.35,12.3,32.09,10.7,4.28,6.42,9.09,5.88,0.53,0,5.35,8.02
"60QR002516",85,4.71,9.41,29.41,16.47,2.35,5.88,8.24,8.24,7.06,1.18,2.35,4.71
"60QR002517",120,9.17,15,36.67,14.17,5,4.17,5,4.17,0,0,5.83,0.83
"60QR002518",88,13.64,15.91,32.95,14.77,4.55,3.41,4.55,1.14,0,0,5.68,3.41
"60QR002519",99,1.01,11.11,33.33,27.27,7.07,8.08,7.07,3.03,1.01,0,1.01,0
"60QR002520",120,7.5,8.33,37.5,11.67,5.83,2.5,10.83,5,0.83,0,6.67,3.33
"60QR002521",166,7.23,13.25,33.73,18.07,3.01,4.22,7.23,1.2,0,0.6,5.42,6.02
"60QR002522",155,11.61,9.03,35.48,11.61,5.16,3.87,6.45,2.58,0,0,6.45,7.74
"60QR002523",57,15.79,7.02,26.32,15.79,3.51,3.51,10.53,5.26,0,0,1.75,10.53
"60QR002524",108,8.33,3.7,22.22,9.26,13.89,5.56,9.26,5.56,1.85,0.93,3.7,15.74
"60QR002525",120,4.17,0.83,24.17,10.83,16.67,5.83,8.33,5,0,0.83,8.33,15
"60QR002526",94,2.13,2.13,17.02,8.51,10.64,9.57,17.02,5.32,2.13,3.19,4.26,18.09
"60QR002527",104,1.92,4.81,20.19,12.5,11.54,9.62,9.62,6.73,0,0,4.81,18.27
"60QR002528",77,3.9,6.49,25.97,14.29,1.3,7.79,12.99,10.39,0,0,6.49,10.39
"60QR002529",97,2.06,4.12,19.59,12.37,6.19,5.15,10.31,13.4,1.03,1.03,6.19,18.56
"60QR002530",92,6.52,5.43,21.74,7.61,8.7,4.35,10.87,6.52,0,0,2.17,26.09
"60QR002531",73,1.37,5.48,16.44,4.11,15.07,8.22,12.33,13.7,1.37,0,4.11,17.81
"60QR002532",86,1.16,2.33,17.44,12.79,6.98,15.12,12.79,6.98,1.16,2.33,6.98,13.95
"60QR002533",185,5.41,10.27,25.95,4.86,9.19,6.49,10.81,4.32,3.24,1.08,2.7,15.68
"60QR002534",96,6.25,3.13,13.54,8.33,17.71,10.42,13.54,8.33,1.04,4.17,1.04,12.5
"60QR002535",51,1.96,3.92,17.65,13.73,7.84,7.84,3.92,5.88,3.92,0,1.96,31.37
"60QR002536",89,4.49,14.61,35.96,5.62,8.99,4.49,5.62,5.62,1.12,0,3.37,10.11
"60QR002537",84,7.14,10.71,21.43,9.52,3.57,5.95,7.14,7.14,1.19,2.38,7.14,16.67
"60QR002538",139,3.6,8.63,23.02,8.63,12.95,5.76,11.51,7.19,2.88,0,2.88,12.95
"60QR002539",57,0,10.53,29.82,8.77,8.77,10.53,7.02,8.77,0,1.75,1.75,12.28
"60QR002540",108,4.63,6.48,17.59,9.26,8.33,3.7,3.7,8.33,0.93,0.93,0.93,35.19
"60QR002541",84,0,1.19,22.62,9.52,8.33,13.1,8.33,5.95,0,3.57,0,27.38
"60QR002542",63,0,6.35,22.22,3.17,11.11,4.76,6.35,9.52,1.59,3.17,6.35,25.4
"60QR002543",107,5.61,8.41,13.08,4.67,9.35,7.48,17.76,5.61,3.74,1.87,12.15,10.28
"60QR002544",88,1.14,15.91,17.05,5.68,14.77,5.68,5.68,3.41,0,1.14,10.23,19.32
"60QR002545",73,4.11,15.07,31.51,4.11,4.11,9.59,4.11,2.74,2.74,1.37,8.22,12.33
"60QR002546",527,0.19,3.42,1.52,0.38,1.9,0.76,2.09,0.38,0.76,0,87.48,1.14
"60QR002547",113,7.96,9.73,27.43,21.24,5.31,2.65,7.08,1.77,0,0.88,7.96,7.96
"60QR002548",155,10.97,12.26,34.19,16.13,5.81,4.52,1.94,1.94,1.29,1.29,3.87,5.81
"60QR002549",94,7.45,10.64,39.36,15.96,3.19,5.32,3.19,4.26,0,1.06,2.13,7.45
"60QR002550",89,5.62,13.48,31.46,8.99,3.37,4.49,4.49,3.37,0,2.25,0,22.47
"60QR002551",127,15.75,14.96,34.65,13.39,3.94,3.15,3.94,1.57,0,0.79,0,7.87
"60QR002552",119,8.4,15.97,35.29,12.61,2.52,2.52,4.2,0.84,0,0,4.2,13.45
"60QR002553",141,10.64,10.64,36.17,10.64,7.8,2.13,4.96,1.42,2.13,0,5.67,7.8
"60QR002554",146,10.27,13.7,28.08,9.59,10.27,4.11,6.16,0,0,0,6.85,10.96
"60QR002555",73,6.85,10.96,26.03,8.22,2.74,5.48,9.59,0,0,0,10.96,19.18
"60QR002556",179,10.06,13.97,23.46,11.73,10.06,3.35,3.35,1.68,1.68,1.12,5.03,14.53
"60QR002557",60,0,5,21.67,16.67,1.67,10,15,10,0,1.67,3.33,15
"60QR002558",165,3.64,6.06,28.48,18.18,3.03,6.67,18.79,3.03,0.61,0,7.27,4.24
"60QR002559",134,10.45,15.67,32.09,8.21,3.73,5.22,6.72,0.75,1.49,1.49,6.72,7.46
"60QR002560",63,12.7,6.35,39.68,6.35,12.7,1.59,0,0,1.59,1.59,4.76,12.7
"60QR002561",83,12.05,3.61,28.92,10.84,2.41,3.61,6.02,6.02,1.2,0,3.61,21.69
"60QR002562",90,2.22,8.89,20,14.44,2.22,6.67,16.67,6.67,1.11,1.11,8.89,11.11
"60QR002563",78,7.69,1.28,17.95,14.1,3.85,3.85,12.82,3.85,0,2.56,12.82,19.23
"60QR002564",53,3.77,1.89,16.98,13.21,1.89,11.32,20.75,7.55,0,0,3.77,18.87
"60QR002565",124,4.84,2.42,20.97,10.48,4.84,12.9,15.32,8.06,0,0,4.03,16.13
"60QR002566",110,2.73,5.45,20.91,16.36,3.64,16.36,13.64,10.91,0,0,4.55,5.45
"60QR002567",105,0,3.81,22.86,18.1,1.9,4.76,11.43,14.29,0.95,2.86,4.76,14.29
"60QR002568",133,3.01,3.76,18.8,18.8,3.01,13.53,11.28,12.03,0.75,0.75,5.26,9.02
"60QR002569",102,1.96,4.9,19.61,14.71,4.9,10.78,16.67,13.73,0,1.96,8.82,1.96
"60QR002570",121,0.83,0,9.09,14.05,4.13,5.79,14.88,12.4,1.65,0.83,3.31,33.06
"60QR002571",65,0,1.54,10.77,13.85,0,7.69,23.08,23.08,1.54,1.54,0,16.92
"60QR002572",65,0,1.54,13.85,15.38,6.15,9.23,13.85,7.69,1.54,0,3.08,27.69
"60QR002573",105,1.9,7.62,27.62,13.33,3.81,7.62,11.43,10.48,0,0,4.76,11.43
"60QR002574",45,0,8.89,31.11,6.67,4.44,2.22,15.56,8.89,2.22,0,6.67,13.33
"60QR002575",120,4.17,15,30.83,12.5,6.67,5,1.67,3.33,0.83,0.83,8.33,10.83
"60QR002576",55,9.09,10.91,27.27,7.27,3.64,3.64,7.27,1.82,0,0,0,29.09
"60QR002577",65,0,1.54,7.69,NA,1.54,7.69,18.46,12.31,6.15,0,3.08,41.54
"60QR002578",37,0,0,2.7,2.7,2.7,5.41,29.73,27.03,2.7,0,2.7,24.32
"60QR002579",68,5.88,10.29,29.41,5.88,4.41,2.94,4.41,0,0,0,2.94,33.82
"60QR002580",72,8.33,12.5,30.56,4.17,2.78,1.39,5.56,1.39,1.39,1.39,15.28,15.28
"60QR002581",87,5.75,19.54,25.29,11.49,5.75,1.15,4.6,6.9,1.15,1.15,8.05,9.2
"60QR002582",74,1.35,2.7,9.46,9.46,6.76,10.81,14.86,9.46,2.7,1.35,4.05,27.03
"60QR002583",167,0,2.4,7.78,12.57,1.2,9.58,11.98,25.15,1.2,0.6,5.99,21.56
"60QR002584",113,0,2.65,7.96,8.85,2.65,14.16,16.81,18.58,4.42,1.77,3.54,18.58
"60QR002585",90,0,1.11,11.11,7.78,4.44,15.56,12.22,15.56,7.78,3.33,1.11,20
"60QR002586",49,0,6.12,8.16,4.08,2.04,2.04,14.29,20.41,6.12,0,2.04,34.69
"60QR002587",58,1.72,8.62,20.69,18.97,3.45,8.62,15.52,5.17,0,0,5.17,12.07
"60QR002588",50,2,0,10,6,0,8,10,16,8,4,2,34
"60QR002589",79,5.06,0,15.19,13.92,3.8,13.92,13.92,20.25,1.27,0,5.06,7.59
"60QR002590",55,1.82,0,12.73,3.64,0,14.55,18.18,10.91,0,1.82,0,36.36
"60QR002591",102,1.96,0.98,14.71,13.73,1.96,9.8,22.55,12.75,0.98,0.98,5.88,13.73
"60QR002592",73,1.37,1.37,9.59,16.44,2.74,10.96,19.18,19.18,4.11,2.74,4.11,8.22
"60QR002593",115,1.74,1.74,20.87,12.17,4.35,7.83,13.91,17.39,1.74,1.74,6.09,10.43
"60QR002594",82,1.22,2.44,17.07,14.63,3.66,12.2,19.51,13.41,1.22,0,6.1,8.54
"60QR002595",86,4.65,2.33,22.09,13.95,2.33,13.95,8.14,12.79,1.16,0,2.33,16.28
"60QR002596",65,0,3.08,15.38,10.77,4.62,12.31,15.38,13.85,3.08,0,1.54,20
"60QR002597",123,0,0.81,5.69,11.38,1.63,7.32,18.7,14.63,4.88,0.81,4.07,30.08
"60QR002598",120,0,1.67,7.5,5.83,4.17,9.17,17.5,15.83,3.33,1.67,4.17,29.17
"60QR002599",63,7.94,9.52,36.51,22.22,0,6.35,7.94,1.59,0,0,3.17,4.76
"60QR002600",101,7.92,10.89,39.6,11.88,0.99,7.92,8.91,1.98,0,0,1.98,7.92
"60QR002601",110,0.91,5.45,25.45,11.82,5.45,8.18,9.09,9.09,0,0,8.18,16.36
"60QR002602",69,0,5.8,17.39,13.04,5.8,10.14,13.04,13.04,0,1.45,5.8,14.49
"60QR002603",102,1.96,1.96,20.59,18.63,2.94,10.78,18.63,8.82,0,0,8.82,6.86
"60QR002604",48,0,2.08,31.25,14.58,6.25,8.33,12.5,10.42,4.17,0,2.08,8.33
"60QR002605",58,12.07,10.34,25.86,5.17,6.9,5.17,8.62,1.72,0,1.72,8.62,13.79
"60QR002606",116,2.59,3.45,29.31,17.24,5.17,7.76,16.38,5.17,0,0,4.31,8.62
"60QR002607",154,0,3.9,29.22,18.18,3.25,6.49,9.74,9.74,3.9,3.25,3.25,9.09
"60QR002608",113,1.77,8.85,34.51,17.7,5.31,4.42,4.42,6.19,0.88,0,3.54,12.39
"60QR002609",85,5.88,9.41,30.59,18.82,0,5.88,14.12,7.06,1.18,0,1.18,5.88
"60QR002610",56,8.93,5.36,37.5,12.5,3.57,3.57,10.71,5.36,1.79,0,0,10.71
"60QR002611",58,3.45,6.9,37.93,18.97,1.72,8.62,12.07,1.72,0,0,3.45,5.17
"60QR002612",91,2.2,10.99,29.67,8.79,5.49,10.99,16.48,4.4,0,0,4.4,6.59
"60QR002613",78,5.13,5.13,35.9,16.67,3.85,6.41,11.54,1.28,0,0,8.97,5.13
"60QR002614",88,2.27,3.41,14.77,11.36,3.41,4.55,14.77,9.09,2.27,1.14,4.55,28.41
"60QR002615",51,5.88,9.8,35.29,17.65,5.88,11.76,1.96,9.8,0,0,0,1.96
"60QR002616",65,1.54,1.54,9.23,13.85,4.62,7.69,18.46,6.15,3.08,7.69,4.62,21.54
"60QR002617",67,2.99,8.96,35.82,10.45,1.49,8.96,11.94,4.48,0,0,1.49,13.43
"60QR002618",83,2.41,2.41,22.89,19.28,6.02,9.64,9.64,7.23,3.61,0,3.61,13.25
"60QR002619",61,0,0,11.48,8.2,1.64,3.28,18.03,22.95,3.28,3.28,3.28,24.59
"60QR002620",40,5,22.5,35,15,2.5,2.5,5,5,0,0,5,2.5
"60QR002621",142,4.93,5.63,30.28,13.38,2.11,8.45,8.45,5.63,0.7,0.7,4.93,14.79
"60QR002622",93,2.15,4.3,27.96,21.51,3.23,8.6,12.9,8.6,0,2.15,0,8.6
"60QR002623",70,5.71,5.71,35.71,8.57,5.71,8.57,8.57,4.29,4.29,0,5.71,7.14
"60QR002624",77,2.6,1.3,25.97,12.99,6.49,6.49,12.99,11.69,3.9,0,3.9,11.69
"60QR002625",39,0,0,2.56,5.13,0,5.13,5.13,2.56,10.26,0,0,69.23
"60QR002626",94,4.26,1.06,6.38,3.19,1.06,7.45,21.28,11.7,4.26,2.13,8.51,28.72
"60QR002627",43,0,0,13.95,9.3,6.98,11.63,18.6,11.63,2.33,0,4.65,20.93
"60QR002628",57,1.75,1.75,17.54,15.79,5.26,5.26,12.28,7.02,0,1.75,1.75,29.82
"60QR002629",92,2.17,5.43,22.83,22.83,4.35,6.52,5.43,3.26,1.09,0,3.26,22.83
"60QR002630",111,3.6,6.31,34.23,11.71,3.6,9.01,9.91,6.31,5.41,0,3.6,6.31
