dz_2011,total,pensioner,student,other
S01012947,201,19,0,182
S01012948,397,46,0,351
S01012949,528,63,0,465
S01012950,629,59,0,570
S01012951,370,31,0,339
S01012952,541,77,0,464
S01012953,292,38,0,254
S01012954,173,21,0,152
S01012955,469,87,0,382
S01012956,458,154,0,304
S01012957,371,102,0,269
S01012958,206,28,0,178
S01012959,228,15,0,213
S01012960,276,36,0,240
S01012961,381,46,0,335
S01012962,345,71,0,274
S01012963,384,27,1,356
S01012964,541,56,1,484
S01012965,279,15,0,264
S01012966,350,39,0,311
S01012967,354,78,0,276
S01012968,338,29,0,309
S01012969,434,96,0,338
S01012970,351,79,0,272
S01012971,377,43,0,334
S01012972,400,104,0,296
S01012973,375,101,0,274
S01012974,529,145,0,384
S01012975,328,86,0,242
S01012976,289,69,0,220
S01012977,361,50,0,311
S01012978,398,54,0,344
S01012979,306,33,0,273
S01012980,384,64,0,320
S01012981,402,56,0,346
S01012982,383,77,0,306
S01012983,326,92,0,234
S01012984,359,76,0,283
S01012985,397,123,0,274
S01012986,541,106,0,435
S01012987,524,160,0,364
S01012988,563,191,0,372
S01012989,509,122,0,387
S01012990,567,165,0,402
S01012991,533,149,1,383
S01012992,515,162,0,353
S01012993,551,153,0,398
S01012994,520,137,0,383
S01012995,331,47,0,284
S01012996,343,52,0,291
S01012997,267,74,0,193
S01012998,499,87,0,412
S01012999,317,61,0,256
S01013000,551,145,1,405
S01013001,156,34,0,122
S01013002,296,73,0,223
S01013003,281,81,0,200
S01013004,384,83,1,300
S01013005,300,83,1,216
S01013006,362,89,1,272
S01013007,524,158,0,366
S01013008,489,131,0,358
S01013009,378,137,1,240
S01013010,276,72,1,203
S01013011,368,70,0,298
S01013012,491,109,1,381
S01013013,407,100,0,307
S01013014,361,104,0,257
S01013015,309,83,2,224
S01013016,403,81,0,322
S01013017,471,114,0,357
S01013018,467,105,1,361
S01013019,610,87,4,519
S01013020,432,137,0,295
S01013021,489,73,0,416
S01013022,183,42,1,140
S01013023,373,96,0,277
S01013024,274,74,2,198
S01013025,514,76,0,438
S01013026,408,68,0,340
S01013027,648,128,1,519
S01013028,367,38,1,328
S01013029,309,82,1,226
S01013030,465,63,0,402
S01013031,291,43,0,248
S01013032,255,17,0,238
S01013033,322,26,1,295
S01013034,337,77,1,259
S01013035,362,71,0,291
S01013036,341,42,0,299
S01013037,480,106,0,374
S01013038,534,118,1,415
S01013039,178,14,1,163
S01013040,324,105,0,219
S01013041,257,47,1,209
S01013042,366,53,0,313
S01013043,321,61,0,260
S01013044,489,114,1,374
S01013045,277,43,0,234
S01013046,290,52,0,238
S01013047,350,33,0,317
S01013048,585,91,2,492
S01013049,462,120,1,341
S01013050,405,77,1,327
S01013051,422,101,0,321
S01013052,391,131,0,260
S01013053,536,144,1,391
S01013054,447,118,0,329
S01013055,370,102,3,265
S01013056,594,140,3,451
S01013057,427,60,1,366
S01013058,200,23,0,177
S01013059,583,207,2,374
S01013060,303,97,1,205
S01013061,484,171,3,310
S01013062,512,169,10,333
S01013063,410,128,10,272
S01013064,519,152,0,367
S01013065,567,131,10,426
S01013066,394,73,5,316
S01013067,656,68,136,452
S01013068,765,75,81,609
S01013069,469,25,86,358
S01013070,466,33,89,344
S01013071,398,16,110,272
S01013072,393,58,8,327
S01013073,508,61,11,436
S01013074,692,117,15,560
S01013075,481,136,6,339
S01013076,245,38,14,193
S01013077,297,59,1,237
S01013078,351,53,1,297
S01013079,441,39,6,396
S01013080,491,139,23,329
S01013081,307,77,2,228
S01013082,589,146,14,429
S01013083,359,74,14,271
S01013084,428,118,4,306
S01013085,435,165,5,265
S01013086,517,109,17,391
S01013087,395,91,7,297
S01013088,388,115,1,272
S01013089,391,106,12,273
S01013090,643,64,69,510
S01013091,443,43,44,356
S01013092,673,103,26,544
S01013093,223,70,0,153
S01013094,285,82,0,203
S01013095,583,58,1,524
S01013096,248,50,1,197
S01013097,579,51,2,526
S01013098,28,7,0,21
S01013099,439,125,0,314
S01013100,440,160,0,280
S01013101,816,236,1,579
S01013102,330,128,0,202
S01013103,289,44,0,245
S01013104,443,121,0,322
S01013105,387,104,0,283
S01013106,433,109,0,324
S01013107,344,88,0,256
S01013108,292,63,0,229
S01013109,635,116,4,515
S01013110,245,53,0,192
S01013111,316,78,1,237
S01013112,348,55,0,293
S01013113,468,156,0,312
S01013114,609,161,0,448
S01013115,468,166,0,302
S01013116,423,147,0,276
S01013117,452,92,2,358
S01013118,413,86,1,326
S01013119,337,78,0,259
S01013120,525,132,2,391
S01013121,173,37,0,136
S01013122,491,67,0,424
S01013123,526,88,0,438
S01013124,558,115,0,443
S01013125,426,103,0,323
S01013126,453,53,1,399
S01013127,506,77,0,429
S01013128,684,94,0,590
S01013129,624,115,0,509
S01013130,488,80,0,408
S01013131,448,76,0,372
S01013132,385,87,0,298
S01013133,496,75,0,421
S01013134,376,89,0,287
S01013135,501,87,0,414
S01013136,508,118,0,390
S01013137,414,107,0,307
S01013138,449,61,0,388
S01013139,539,125,0,414
S01013140,486,121,0,365
S01013141,330,97,0,233
S01013142,607,200,0,407
S01013143,506,130,6,370
S01013144,427,128,0,299
S01013145,457,142,0,315
S01013146,242,63,0,179
S01013147,351,104,1,246
S01013148,526,143,0,383
S01013149,418,92,6,320
S01013150,403,111,0,292
S01013151,261,56,0,205
S01013152,601,139,0,462
S01013153,446,78,0,368
S01013154,631,123,0,508
S01013155,399,26,0,373
S01013156,452,71,0,381
S01013157,539,74,0,465
S01013158,290,52,0,238
S01013159,349,85,0,264
S01013160,353,64,0,289
S01013161,488,105,0,383
S01013162,570,148,0,422
S01013163,318,53,0,265
S01013164,574,119,0,455
S01013165,569,166,0,403
S01013166,462,78,0,384
S01013167,653,98,0,555
S01013168,477,127,0,350
S01013169,392,127,0,265
S01013170,565,108,0,457
S01013171,286,33,0,253
S01013172,362,61,0,301
S01013173,358,50,0,308
S01013174,432,56,0,376
S01013175,333,63,0,270
S01013176,524,144,0,380
S01013177,480,118,0,362
S01013178,346,80,0,266
S01013179,614,107,0,507
S01013180,170,15,0,155
S01013181,406,97,0,309
S01013182,409,130,0,279
S01013183,412,74,0,338
S01013184,279,27,0,252
S01013185,482,93,0,389
S01013186,323,41,0,282
S01013187,449,70,0,379
S01013188,391,72,0,319
S01013189,320,72,0,248
S01013190,406,97,0,309
S01013191,386,63,0,323
S01013192,465,108,0,357
S01013193,356,73,0,283
S01013194,660,101,0,559
S01013195,597,134,0,463
S01013196,412,83,0,329
S01013197,262,91,0,171
S01013198,415,106,0,309
S01013199,488,169,0,319
S01013200,465,148,0,317
S01013201,418,64,0,354
S01013202,235,28,0,207
S01013203,478,82,0,396
S01013204,431,47,0,384
S01013205,300,31,0,269
S01013206,418,63,0,355
S01013207,527,93,0,434
S01013208,371,36,0,335
S01013209,520,125,0,395
S01013210,355,68,0,287
S01013211,487,119,0,368
S01013212,287,9,0,278
S01013213,325,15,0,310
S01013214,159,11,0,148
S01013215,385,36,0,349
S01013216,340,27,0,313
S01013217,334,49,0,285
S01013218,310,34,0,276
S01013219,282,31,0,251
S01013220,389,78,0,311
S01013221,446,76,2,368
S01013222,370,83,0,287
S01013223,761,226,0,535
S01013224,503,73,0,430
S01013225,478,55,0,423
S01013226,338,33,0,305
S01013227,319,83,0,236
S01013228,463,68,0,395
S01013229,508,97,0,411
S01013230,450,143,0,307
S01013231,595,124,0,471
S01013232,373,114,0,259
S01013233,262,78,0,184
S01013234,248,40,0,208
S01013235,538,140,0,398
S01013236,431,113,0,318
S01013237,432,59,2,371
S01013238,536,102,2,432
S01013239,459,78,0,381
S01013240,368,58,0,310
S01013241,336,72,0,264
S01013242,254,68,0,186
S01013243,356,54,0,302
S01013244,551,122,0,429
S01013245,407,80,0,327
S01013246,184,29,0,155
S01013247,409,59,0,350
S01013248,335,58,0,277
S01013249,458,71,0,387
S01013250,527,72,0,455
S01013251,396,49,3,344
S01013252,471,70,0,401
S01013253,371,78,0,293
S01013254,409,80,0,329
S01013255,448,81,0,367
S01013256,433,113,0,320
S01013257,531,176,0,355
S01013258,429,90,0,339
S01013259,561,111,0,450
S01013260,386,68,0,318
S01013261,490,72,0,418
S01013262,350,72,0,278
S01013263,374,36,0,338
S01013264,94,8,0,86
S01013265,316,25,0,291
S01013266,134,3,0,131
S01013267,303,47,0,256
S01013268,511,74,0,437
S01013269,464,59,0,405
S01013270,285,27,0,258
S01013271,454,76,0,378
S01013272,419,64,0,355
S01013273,286,14,0,272
S01013274,404,64,0,340
S01013275,407,56,0,351
S01013276,367,48,0,319
S01013277,363,57,0,306
S01013278,415,79,0,336
S01013279,354,45,0,309
S01013280,331,63,0,268
S01013281,384,87,0,297
S01013282,346,32,0,314
S01013283,486,34,1,451
S01013284,301,35,1,265
S01013285,304,36,0,268
S01013286,331,40,0,291
S01013287,290,28,0,262
S01013288,341,84,0,257
S01013289,417,75,0,342
S01013290,462,53,0,409
S01013291,441,38,0,403
S01013292,333,52,0,281
S01013293,325,46,0,279
S01013294,354,43,0,311
S01013295,376,44,0,332
S01013296,386,89,0,297
S01013297,525,134,0,391
S01013298,352,93,0,259
S01013299,545,85,0,460
S01013300,529,85,0,444
S01013301,309,75,0,234
S01013302,528,52,0,476
S01013303,692,141,1,550
S01013304,477,57,0,420
S01013305,444,81,0,363
S01013306,547,66,0,481
S01013307,538,48,0,490
S01013308,519,34,0,485
S01013309,355,49,0,306
S01013310,241,41,0,200
S01013311,500,51,1,448
S01013312,773,152,0,621
S01013313,276,50,0,226
S01013314,365,80,0,285
S01013315,114,21,0,93
S01013316,303,92,1,210
S01013317,315,64,1,250
S01013318,278,27,0,251
S01013319,311,18,0,293
S01013320,255,8,0,247
S01013321,255,53,0,202
S01013322,267,35,0,232
S01013323,416,56,0,360
S01013324,415,58,0,357
S01013325,555,43,0,512
S01013326,421,74,0,347
S01013327,346,53,0,293
S01013328,274,28,0,246
S01013329,228,46,0,182
S01013330,402,20,0,382
S01013331,248,9,0,239
S01013332,354,81,0,273
S01013333,451,50,0,401
S01013334,290,26,0,264
S01013335,368,35,0,333
S01013336,410,40,0,370
S01013337,1020,129,0,891
S01013338,159,28,0,131
S01013339,344,50,0,294
S01013340,534,83,0,451
S01013341,388,40,0,348
S01013342,356,71,0,285
S01013343,312,47,0,265
S01013344,521,99,0,422
S01013345,336,45,0,291
S01013346,288,14,0,274
S01013347,328,38,0,290
S01013348,522,30,0,492
S01013349,494,50,0,444
S01013350,644,63,0,581
S01013351,320,52,0,268
S01013352,405,64,0,341
S01013353,468,56,0,412
S01013354,404,96,0,308
S01013355,407,91,0,316
S01013356,450,83,0,367
S01013357,460,71,0,389
S01013358,471,142,0,329
S01013359,298,69,0,229
S01013360,299,65,0,234
S01013361,632,120,0,512
S01013362,259,73,0,186
S01013363,561,98,0,463
S01013364,327,62,0,265
S01013365,523,74,0,449
S01013366,237,26,0,211
S01013367,281,34,0,247
S01013368,389,102,0,287
S01013369,420,109,0,311
S01013370,433,77,0,356
S01013371,414,161,0,253
S01013372,528,110,0,418
S01013373,635,121,0,514
S01013374,522,158,0,364
S01013375,306,76,0,230
S01013376,311,88,0,223
S01013377,377,113,0,264
S01013378,461,88,0,373
S01013379,479,77,0,402
S01013380,518,45,0,473
S01013381,321,76,0,245
S01013382,418,84,0,334
S01013383,428,146,0,282
S01013384,510,131,0,379
S01013385,287,68,0,219
S01013386,322,54,0,268
S01013387,334,85,0,249
S01013388,382,140,0,242
S01013389,451,77,0,374
S01013390,251,48,0,203
S01013391,435,105,0,330
S01013392,394,32,0,362
S01013393,748,101,0,647
S01013394,322,52,0,270
S01013395,661,47,2,612
S01013396,471,17,2,452
S01013397,421,91,0,330
S01013398,90,17,0,73
S01013399,439,51,0,388
S01013400,314,44,0,270
S01013401,1370,33,0,1337
S01013402,112,9,0,103
S01013403,41,20,0,21
S01013404,1619,75,0,1544
S01013405,329,100,0,229
S01013406,318,60,0,258
S01013407,711,103,0,608
S01013408,367,100,0,267
S01013409,532,67,0,465
S01013410,272,36,0,236
S01013411,414,73,0,341
S01013412,364,64,0,300
S01013413,479,145,0,334
S01013414,533,166,0,367
S01013415,502,140,0,362
S01013416,276,53,0,223
S01013417,442,81,0,361
S01013418,198,30,0,168
S01013419,221,46,0,175
S01013420,539,85,0,454
S01013421,334,20,0,314
S01013422,409,82,0,327
S01013423,375,87,0,288
S01013424,320,54,0,266
S01013425,199,45,0,154
S01013426,393,83,0,310
S01013427,297,38,0,259
S01013428,642,74,0,568
S01013429,645,99,0,546
S01013430,688,73,0,615
S01013431,438,87,0,351
S01013432,329,47,0,282
S01013433,309,75,0,234
S01013434,207,37,0,170
S01013435,272,27,0,245
S01013436,390,80,0,310
S01013437,363,52,0,311
S01013438,354,86,0,268
S01013439,351,91,0,260
S01013440,481,102,0,379
S01013441,383,88,0,295
S01013442,378,51,0,327
S01013443,295,64,0,231
S01013444,654,173,1,480
S01013445,252,86,0,166
S01013446,309,77,0,232
S01013447,198,5,0,193
S01013448,515,168,0,347
S01013449,328,67,0,261
S01013450,332,45,0,287
S01013451,296,16,0,280
S01013452,261,28,0,233
S01013453,451,93,0,358
S01013454,317,61,0,256
S01013455,262,54,0,208
S01013456,509,125,0,384
S01013457,426,94,0,332
S01013458,378,67,0,311
S01013459,496,122,0,374
S01013460,418,82,0,336
S01013461,483,64,0,419
S01013462,412,40,0,372
S01013463,378,37,0,341
S01013464,362,100,0,262
S01013465,395,121,0,274
S01013466,116,26,0,90
S01013467,364,67,0,297
S01013468,303,69,0,234
S01013469,480,137,0,343
S01013470,416,61,0,355
S01013471,383,67,0,316
S01013472,417,39,0,378
S01013473,227,49,0,178
S01013474,297,28,0,269
S01013475,582,65,0,517
S01013476,271,69,0,202
S01013477,492,139,0,353
S01013478,380,39,0,341
S01013479,528,130,0,398
S01013480,302,104,0,198
S01013481,447,53,0,394
